,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1960,stop_description
739,740,"Lübars, Dorfaue",bus,A20,"52.62095733281459, 13.358934481999336",nan,715,"Lübars, Dorfaue"
740,741,Lübarser Strasse,bus,A15,"52.602792196244636, 13.335729351721078",nan,716,Lübarser Strasse Ecke Eichhorster Weg
741,742,Lützowplatz,bus,"A69,A16,A24","52.505029017314186, 13.351822867208506",nan,717,Lützowplatz
742,743,Lützowstrasse,bus,"A48,A29","52.50531004879477, 13.35374234810531 +  52.5030789103706, 13.36561126569968",nan+ nan,718+ 10718,Lützowplatz +  Lützowstrasse Ecke Potsdamer Strasse
743,744,Lützowstrasse,strassenbahn,"73,74","52.503071437757164, 13.365720679612895",nan,719,Lützowstraße & Potsdamer Straße
744,745,Machandelweg,bus,"A5,A31","52.52483519555124, 13.24567177943413",nan,721,Machandelweg
745,746,Machnower Strasse Ecke Berlepschstrasse,bus,A66,,,,
746,747,Magdalenenstr.,u-bahn,E,"52.5125,13.486388888889",Q473901,723,Magdalenenstraße
747,748,Magistratsweg,bus,A31,"52.5331201414446, 13.158067208455051",nan,724,Magistratsweg Ecke Brunsbütteler Damm
748,749,Mahlow,s-bahn,KBS 105,"52.3602,13.4085",Q2641431,725,Mahlow station
749,750,Mahlsdorf,s-bahn,KBS 101,"52.5121,13.6106",Q800484,726,Mahlsdorf railway station
750,751,Mahlsdorf-Süd,strassenbahn,83,0,Q66368466,727,Mahlsdorf-Süd
751,752,"Mahlsdorf-Süd, Hubertus",strassenbahn,"86,82",0,Q66368466,728,Mahlsdorf-Süd
752,753,"Malchow, Dorfstrasse",bus,"AL,A46","52.580462270708544, 13.482797576255583",nan,729,"Malchow, Dorfstrasse"
753,754,Malchower Weg,bus,A46,"52.56152031238405, 13.500485897507804",nan,730,Malchower Weg Ecke Falkenberger Chaussee
754,755,Marburger Strasse,bus,A62,"52.50371964602222, 13.337728344178407",nan,732,Marburger Strasse Ecke Tauentzienstraße 
755,756,Marchandstrasse,bus,A32,"52.423049326436605, 13.357354547531147",nan,733,Marchandstrasse Ecke Maltestrasse
756,757,Marchlewskistr.,u-bahn,E,"52.516794444444,13.444991666667",Q551768,734,Weberwiese
757,758,Margaretenstrasse,bus,A48,"52.50894074108115, 13.36866960388795",nan,735,Margaretenstrasse (Sharounstrasse)
758,759,Mariannenplatz,bus,A28,"52.50228674193422, 13.42408622658593",nan,736,Mariannenplatz
759,760,Mariendorf,s-bahn,KBS 105,"52.4478,13.3609",Q800497,737,Attilastraße station
760,761,Mariendorfer Damm,bus,"A77,AS2","52.445604468950826, 13.385816551199863",nan,739,Mariendorfer Damm Ecke Kaiserstrasse
761,762,Mariendorfer Damm,strassenbahn,15,"52.44016299080784, 13.387234623097394",nan,740,Mariendorfer Damm
762,763,Mariendorfer Friedhof,strassenbahn,15,"52.44953069256824, 13.404755931664896",nan,742,Mariendorfer Friedhof
763,764,Mariendorfer Weg Ecke Hermannstrasse,strassenbahn,27,,,,
764,765,Marienfelde,s-bahn,KBS 105,"52.4242,13.3747",Q800485,744,Marienfelde station
765,766,Marienfelder Allee,bus,A32,"52.413790430379194, 13.362098895780415",nan,745,Marienfelder Allee Ecke Maltestrasse
766,767,Marienfelder Strasse,bus,A32,"52.43338754214616, 13.353023554563793",nan,747,Marienfelder Strasse Ecke Maltestrasse
767,768,Marienfelder Strasse Ecke Lichtenrader Damm,bus,A76,,,,
768,769,Marienstrasse,bus,A11,"52.42960010456386, 13.321303543636025",nan,749,Marienstrasse Ecke Königsberger Strasse
769,770,Markgrafendamm,bus,A82P,"52.49919969372071, 13.465742293248686",nan,750,Markgrafendamm
770,771,Markgrafenstrasse Ecke Tempelhofer Damm,bus,A77,,,,
771,772,Marktplatz,strassenbahn,84,0,Q66360843,751,Marktplatz Friedrichshagen
772,773,Martin-Luther-Friedhof,bus,A20,"52.598400543805816, 13.298350500981082",nan,752,Martin-Luther-Friedhof
773,774,Martin-Luther-Strasse,bus,A74,,,,
774,775,Martin-Luther-Strasse Ecke Grunewald-Strasse,strassenbahn,3,,,,
775,776,Marx-Engels-Platz,bus,"A57,A9","52.51617617310524, 13.400937413635054",nan,754,Marx-Engels-Platz
776,777,Marx-Engels-Platz,s-bahn,"KBS 101,KBS 103,KBS 102","52.5226,13.4022",Q689312,755,Berlin Hackescher Markt station
777,778,"Marzahn, Berliner Chaussee",bus,A43,"52.54469782123951, 13.564560329042491",nan,756,"Marzahn, Berliner Chaussee Ecke Rraoul-Wallenberg-Strasse"
778,779,Marzahner Chaussee,bus,O37,,,,
779,780,Masurenallee,bus,A65,"52.50642938866968, 13.280405207863838",nan,757,Masurenallee Ecke Königin-Elisabeth-Strasse
780,781,Mattenbuder Pfad,bus,A14,"52.61696067657215, 13.220550425237422",nan,758,Mattenbuder Pfad & Henningsdorfer Strasse
781,782,Mehringdamm,bus,"A19,A28","52.49293917608851, 13.38772030059097",nan,759,Mehringdamm Ecke Gneisenaustrasse
782,783,Mehringdamm,u-bahn,"C II,C I","52.493888888889,13.388333333333",Q657905,761,Mehringdamm
783,784,Mehringdamm Ecke Yorck Strasse,strassenbahn,3,,,,
784,785,Mehringplatz,strassenbahn,"95,96","52.4979249057416, 13.39108106831653",nan,762,Mehringplatz
785,786,Messedamm,bus,A4,"52.50446814877144, 13.279412101845791",nan,764,Messedamm
786,787,Messedamm,strassenbahn,"75,76","52.50641938570246, 13.280392436943686",nan,765,Messedamm
787,788,Mimosenweg,bus,A52,"52.42675928719203, 13.506179808906213",nan,766,Mimosenweg Ecke Kanalstrasse
788,789,Mittelstrasse,bus,A18,"52.43475141442549, 13.249262104251452",nan,767,Mittelstrasse Ecke Potsdamer Strasse
789,790,Mohriner Allee Ecke Buckower Damm,strassenbahn,27,,,,
790,791,Molkenmarkt,strassenbahn,"72,74E,74",,,,
791,792,Moltkestrasse,strassenbahn,"73,74","52.440407040891834, 13.316309800686549",nan,768,Moltkestrasse
792,793,Morgensternstrasse Ecke Wilhelmstrasse,bus,"A11,A17",,,,
793,794,Moritzplatz,bus,A67,"52.50387355112676, 13.409983330065609",nan,769,Moritzplatz
794,795,Moritzplatz,u-bahn,D,"52.503611111111,13.410833333333",Q374225,770,Moritzplatz station
795,796,Motzstrasse,bus,A73,,,,
796,797,Munsterdamm Ecke Bergstrasse,bus,A68,,,,
797,798,Munsterdamm Ecke Steglitzer Damm,bus,A75,,,,
798,799,Märkisches Museum,u-bahn,A,"52.511944444444,13.408888888889",Q657871,773,Märkisches Museum station
799,800,Möckernbrücke,u-bahn,"A II,B II,B I","52.499166666667,13.382777777778",Q704716,774,Möckernbrücke U-Bahn station
800,801,Müggelheim,bus,A27,,,,
801,802,Müggelseeperle,bus,A27,,,,
802,803,Mühlenstrasse,bus,A20,"52.59350028783369, 13.248862690560857",nan,775,Mühlenweg Ecke Konradshöherstrasse
803,804,Nachtigalplatz,bus,A64,,,,
804,805,Nassauische Strasse,bus,A50,"52.4911618772095, 13.326528822264246",nan,777,Nassauische Strasse Ecke Güntzelstrasse
805,806,Nauener Platz,bus,A72,,,,
806,807,Nauener Strasse,bus,A31,"52.5340443007014, 13.18167584141312",nan,779,Nauener Strasse & Brunsbütteler Damm
807,808,Nauener Strasse,strassenbahn,55,"52.5384290651878, 13.182388284496431",nan,780,Nauener Strasse
808,809,Nettelbeckstrasse,bus,A69,,,,
809,810,Neu-Lindenberg,bus,AL,"52.600885625411856, 13.554794085696633",nan,784,Neu-Lindenberg
810,811,Neu-Westend,u-bahn,B I,"52.515555555556,13.261111111111",Q656431,785,Neu-Westend
811,812,Neuenhagen (b Bln),s-bahn,KBS 101,"52.5208,13.7003",Q7001614,787,Neuenhagen station
812,813,Neukölln,s-bahn,"KBS 100a,KBS 100","52.469166666667,13.441666666667",Q111325412,788,S-Bahnhof Berlin Neukölln
813,814,Neukölln (Südring),u-bahn,C I,"52.469444,13.442222",Q21272767,789,Neukölln (Südring) metro station
814,815,Neuköllnische Allee,bus,A67,"52.468152065072715, 13.460620591028498",nan,790,Neuköllnische Allee Ecke Grenzallee
815,816,"Niederschönhausen, Schillerstrasse",strassenbahn,46,,,,
816,817,Nikolassee,s-bahn,"KBS 104,KBS 102","52.4317,13.1933",Q637052,793,Berlin-Nikolassee station
817,818,Nikolskoer Weg,bus,A6,"52.41405938531216, 13.109270752484141",nan,794,Nikolskoer Weg Ecke Königstrasse
818,819,Nollendorfplatz,bus,A19,"52.49968843634292, 13.353086438468269",nan,795,Nollendorfplatz
819,820,Nollendorfplatz,strassenbahn,55,"52.49974136660471, 13.352878927585127",nan,796,Nollendorfplatz
820,821,Nollendorfplatz,u-bahn,"A I,B I,A II,B II,B III","52.499166666667,13.353888888889",Q571039,797,Nollendorfplatz metro station
821,822,"Nonnendammallee, Siemensstadt",bus,A72,,,,
822,823,Nordend,bus,A7,"52.59006569360479, 13.401740566033476",nan,801,Nordend
823,824,Nordend,strassenbahn,46,"52.5902104,13.4027524",Q65032696,802,Nordend
824,825,Nordendstrasse,strassenbahn,22,"52.588534,13.3882952",Q65428345,803,Nordendstraße
825,826,Nordgraben,bus,A14,"52.588002933439746, 13.339787574099258",nan,804,Nordgraben Ecke Rödernallee
826,827,Nöldnerplatz,s-bahn,KBS 101,"52.5038,13.4853",Q4892447,805,Nöldnerplatz station
827,828,Nürnberger Strasse Ecke Kurfürstenstrasse,bus,A69,,,,
828,829,Oberhofer Platz,bus,A17,"52.42410259117963, 13.328170432694991",nan,806,Oberhofer Platz
829,830,Oberspree,s-bahn,KBS 103a,"52.4525,13.5382",Q15192700,807,Oberspree station
830,831,"Oberspree, Bruno-Bürgel-Weg",strassenbahn,92,,,,
831,832,Oderberger Strasse Ecke Eberswalderstrasse,strassenbahn,13,,,,
832,833,Olivaer Platz,bus,"A19,A29","52.50060275704949, 13.313110622018645",nan,810,Olivaer Platz Ecke Kurfürstendamm
833,834,Olympia-Stadion,u-bahn,B I,"52.517222222222,13.25",Q656441,811,Olympia-Stadion station
834,835,Olympiastadion,s-bahn,KBS 101,,,,
835,836,Onkel Toms Hütte,u-bahn,"A II,B II","52.450277777778,13.253333333333",Q389214,812,Onkel Toms Hütte metro station
836,837,Onkel-Herse-Strasse,strassenbahn,47,"52.44827036160263, 13.453893782713148",nan,813,Onkel-Herse-Strasse
837,838,Oranienburg,s-bahn,KBS 104,"52.7536,13.2496",Q2341669,814,Oranienburg station
838,839,Oranienburger Strasse,bus,A21,"52.60503286544952, 13.32624696983276 +  52.59544415987805, 13.333037366087483",nan+ nan,816+ 10816,Oranienburger Strasse Ecke Hermsdorfer Strasse+  Oranienburger Strasse Ecke Wilhelmsruher Damm
839,840,Oranienburger Tor,bus,"O40,A9","52.52716314203455, 13.38710905184874",nan,817,"Oranienburger Tor, Hannoversche Strasse/Torstrasse"
840,841,Oranienburger Tor,strassenbahn,"46,70,11,1",0,Q65095375,818,U Oranienburger Tor
841,842,Oraniendamm,bus,A20,"52.607835611203505, 13.323834478403686",nan,821,Oraniendamm Ecke Zabel-Krüger-Damm
842,843,Oranienplatz,bus,A67,"52.50232370505019, 13.415510129463975",nan,822,Oranienplatz
843,844,Oranienstrasse,bus,"A28,A75","52.501310708954215, 13.419224612073883",nan,823,Oranienstrasse Ecke Adalbertstrasse
844,845,Ortsgrenze Gatow,bus,"A34,A35","52.4981601705565, 13.180014416479423",nan,825,Ortsgrenze Gatow
845,846,Oskar-Helene-Heim,u-bahn,"A II,B II","52.450277777778,13.269722222222",Q681336,827,Oskar-Helene-Heim metro station
846,847,Osloer Strasse,bus,"A70,A61,A71","52.55587669510938, 13.38424421097371 +  52.55671381712504, 13.373732523202998",nan+ nan,828+ 10828,Osloer Strasse Ecke Prinzenallee +  Osloer Strasse Ecke Schwedenstrasse
847,848,OsnaBrücker Strasse,strassenbahn,55,"52.52655659018374, 13.297414453709727",nan,830,Osnabrücker Strasse
848,849,Ossietzkyplatz,strassenbahn,46,"52.58100580136794, 13.404014807678767",nan,832,Ossietzkyplatz
849,850,Ostbahnhof,bus,"Flughafen Schönefeld <> Strausberger Platz,O40","52.50976670730252, 13.43372198235041",nan,833,Ostbahnhof
850,851,Ostbahnhof,s-bahn,"KBS 101,KBS 103,KBS 102","52.51,13.4347",Q111325075,834,S-Bahnhof Berlin Ostbahnhof
851,852,Ostbahnhof,strassenbahn,"82,1","52.509107635417394, 13.43550619008533",nan,835,Ostbahnhof
852,853,Osteweg,bus,A53,"52.42102198114528, 13.281135801011326",nan,836,Osteweg Ecke Seehofstrasse
853,854,Ostkreuz,s-bahn,"KBS 103a,KBS 106,KBS 101,KBS 103,KBS 102","52.5031,13.4689",Q111251530,837,S-Bahnhof Ostkreuz
854,855,Ostpreußendamm Ecke Morgenstern Strasse,strassenbahn,96,,,,
855,856,Otto-Surh-Allee,bus,A1,"52.51469791251031, 13.315136925389936",nan,841,Otto-Suhr-Allee Ecke Cauerstrasse
856,857,P cklerstrasse,bus,AS3,"52.468566643885005, 13.27835662512682",nan,842,Pücklerstrasse Ecke Clayallee
857,858,Pacelli-/Thielallee,bus,A1,"52.45819383818934, 13.287096949272522",nan,843,Pacelli-/Thielallee Ecke Königin-Luise-Straße
858,859,Pankow,s-bahn,KBS 106,"52.5667,13.4111",Q111273850,844,S-Bahnhof Pankow
859,860,Pankow (Vinetastr.),u-bahn,A,"52.559166666667,13.413333333333",Q570906,845,Vinetastraße metro station
860,861,"Pankow, Kirche",bus,"A55,A45","52.57124680898358, 13.410670715665145",nan,846,"Pankow, Kirche"
861,862,"Pankow, Kirche",strassenbahn,"49,22","52.5706452,13.4103115",Q65055066,847,Pankow Kirche
862,863,"Pankow, Rathaus",bus,"A55,A45,A7","52.56953908840178, 13.404186437171612",nan,848,"Pankow, Rathaus"
863,864,"Pankow, Rathaus",strassenbahn,46,"52.5694816,13.4038045",Q65055060,849,Rathaus Pankow
864,865,Pankow-Heinersdorf,s-bahn,KBS 106,"52.5780653,13.4295093",Q4892366,850,Berlin-Pankow-Heinersdorf station
865,866,Pankower Allee,bus,A14,"52.564667911185886, 13.378087639243981",nan,851,Pankower Allee Ecke Provinzstrasse
866,867,Pankower Allee Ecke Residenzstrasse,bus,A72,,,,
867,868,Pankstrasse,bus,"A61,A14","52.55229407958284, 13.38145934777098",nan,853,Pankstrasse Ecke Badstrasse
868,869,Papestr.,s-bahn,"KBS 100,KBS 100a,KBS 105,KBS 106","52.4756,13.3644",Q111323139,854,S-Bahnhof Berlin Südkreuz
869,870,Paradestr.,u-bahn,C II,"52.478055555556,13.386111111111",Q557543,855,Paradestraße metro station
870,871,Paradestrasse,bus,A77,,,,
871,872,Parchimer Allee,strassenbahn,47,"52.44544295914785, 13.455088787662136",nan,856,Parchimer Allee
872,873,Pariser Strasse Ecke Joachimstaler Strasse,bus,A25,,,,
873,874,"Parkfriedhof Neukölln, Buckower Damm",strassenbahn,27,,,,
874,875,Parkstrasse,strassenbahn,"95,82,87","52.45876522318908, 13.53993545855609",nan,858,Parkstrasse
875,876,Paulsternstrasse,bus,"A10,A13","52.54415774195884, 13.247126131065503",nan,859,Paulsternstrasse Ecke Gartenfelder Strasse
876,877,Paulsternstrasse,strassenbahn,55,"52.538114851173546, 13.248435943349298",nan,860,Paulsternstrasse
877,878,Pfaueninsel-Chaussee,bus,"A6,A18","52.41883762088876, 13.153039190703318",nan,863,Pfaueninsel-Chaussee Ecke Königsstrasse
878,879,Pfaueninsel-Chaussee Ecke Königstrasse,bus,A3,,,,
879,880,Pichelsberg,s-bahn,KBS 101,"52.5103,13.2271",Q800488,864,Berlin-Pichelsberg railway station
880,881,Pichelsdorfer Strasse,strassenbahn,"75,76","52.51307046642958, 13.196871153391022",nan,866,Pichelsdorfer Strasse
881,882,Pichelsdorfer Strasse Ecke Pichelsdorfer Strasse,bus,A13,,,,
882,883,Pistoriusstrasse Ecke Klement-Gottwald-Allee,bus,A45,"52.55009435565474, 13.45900710843341",nan,869,Pistoriusstrasse Ecke Klement-Gottwald-Allee
883,884,Platz der Luftbrücke,bus,"A77,A76",,,,
884,885,Platz vor dem Neuen Tor,bus,A9,,,,
885,886,PlÃ¤nterwald,s-bahn,"KBS 103,KBS 103a",,,,
886,887,Plänterwald,s-bahn,KBS 106,"52.4786,13.4733",Q7205917,870,Plänterwald railway station
887,888,Podbielskiallee,u-bahn,"A II,B II","52.464444444444,13.296388888889",Q571324,871,Podbielskiallee
888,889,Post,bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,
889,890,Postamt,bus,A60,"52.48905066177084, 13.322770368720937",nan,872,"Postamt, Uhlandstrasse"
890,891,Potsdam,s-bahn,KBS 102,"52.3917,13.0667",Q647973,874,Potsdam Hauptbahnhof
891,892,"Potsdam, Bassinplatz",bus,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",,,,
892,893,Potsdamer Platz,strassenbahn,"73,74","52.50948236131137, 13.375988156399634",nan,876,Potsdamer Platz
893,894,Potsdamer Strasse,bus,"A1,A29,A53,A24,A19,A18","52.50310985391171, 13.365680511254423 +  52.497900834061184, 13.362004472211375 +  52.43504800046437, 13.260425575475969 +  52.43581242860363, 13.256098874509126",nan+ nan+ nan+ nan,878+ 10878+ 878+ 878,Potsdamer Strasse Ecke Lützowstrasse +  Potsdamer Strasse Ecke Bülowstrasse +  Potsdamer Strasse Ecke Clayallee +  Potsdamer Strasse Ecke Fischerhüttenstrasse
894,895,Potsdamer Strasse Ecke Fischerhüttenstrasse,bus,A48,,,,
895,896,Potsdamer Strasse Ecke Pallasstrasse,strassenbahn,3,,,,
896,897,Prager Platz,bus,A50,"52.49294694854429, 13.332964219632272",nan,881,Prager Platz
897,898,Prenzlauer Allee,s-bahn,KBS 106,"52.544775,13.426116",Q32661483,882,Berlin Prenzlauer Allee station
898,899,Prenzlauer Allee,strassenbahn,"13,4","52.5396522,13.4244789",Q65222180,883,Prenzlauer Allee/Danziger Straße
899,900,Prenzlauer Allee Ecke Wisbyer Strasse,strassenbahn,71,"52.551183836372815, 13.43013561837268",nan,885,Prenzlauer Allee Ecke Wisbyer Strasse
900,901,Prenzlauer Promenade,bus,A56,,,,
901,902,Prenzlauer Promenade,strassenbahn,"72,3,70","52.55155536618067, 13.43032253030515",nan,886,Prenzlauer Promenade
902,903,Prenzlauer Promenade (Spitze),bus,A42,,,,
903,904,Prenzlauer Promenade Ecke Granitzstrasse,bus,A55,,,,
904,905,Prenzlauer Promenade Ecke Kissingenstrasse,bus,A45,"52.56795804833996, 13.427734373319213",nan,887,Prenzlauer Promenade Ecke Kissingenstrasse
905,906,Prenzlauer Tor,bus,O40,,,,
906,907,Prenzlauer Tor,strassenbahn,71,"52.52709114016772, 13.415809370320808",nan,888,Prenzlauer Tor
907,908,Priesterweg,s-bahn,"KBS 105,KBS 106","52.4601,13.3563",Q800508,889,Priesterweg railway station
908,909,Prinzenallee Ecke Exerzierstrasse,bus,A64,,,,
909,910,Prinzenallee/Soldiner Strasse,bus,A71,"52.55871759464676, 13.386248511741826",nan,890,Prinzenallee/Soldiner Strasse
910,911,Prinzenstr.,u-bahn,"B II,B I","52.498333333333,13.406111111111",Q689797,891,Prinzenstraße
911,912,Prinzenstrasse,u-bahn,A II,,,,
912,913,Proskauer Ecke Dolziger Strasse,bus,O30,"52.519874079766325, 13.463289228834057",nan,892,Proskauer Ecke Dolziger Strasse
913,914,Provinzstrasse/Pankower Allee,bus,A71,"52.56468777207285, 13.378063096396454",nan,893,Provinzstrasse/Pankower Allee
914,915,Putlitzstr.,s-bahn,KBS 100,"52.536,13.344",Q465972,895,Berlin Westhafen station
915,916,PÃ¤wesiner Weg,bus,A13,,,,
916,917,Quantzstrasse,bus,A18,"52.423135671729796, 13.202253537880683",nan,897,Quantzstrasse Ecke Potsdamer Chaussee
917,918,Quellweg,strassenbahn,55,"52.53666578461771, 13.268432707290442",nan,898,Quellweg
918,919,Quellweg Ecke Nonnendamm Allee,bus,A72,,,,
919,920,Radelandstrasse,bus,A63,"52.55650975276803, 13.188691756681173",nan,899,Radelandstrasse Ecke Kisselnallee
920,921,Rahnsdorf,s-bahn,KBS 102,"52.4516372,13.6899776",Q800489,900,Berlin-Rahnsdorf station
921,922,Rahnsdorf,strassenbahn,87,0,Q66361311,901,Rahnsdorf/Waldschänke
922,923,Ramlerstrasse,bus,A71,"52.547125761071456, 13.389174502621508",nan,902,Ramlerstrasse Ecke Brunnenstrasse
923,924,Ramlerstrasse Ecke Brunnenstrasse,bus,A64,,,,
924,925,Rangsdorf,s-bahn,KBS 105,"52.294444,13.430278",Q801345,903,Rangsdorf railway station
925,926,"Rankeplatz, Bundeshaus",bus,AS2,"52.4977881279831, 13.330731790169496",nan,904,"Rankeplatz, Bundeshaus"
926,927,Rankeplatz/Bundeshaus,bus,AS3,"52.497826190133736, 13.330710978777121",nan,905,Rankeplatz/Bundeshaus
927,928,Rannbahn,bus,A76,,,,
928,929,Rathaus Lcihtenberg,strassenbahn,3,,,,
929,930,Rathaus Mahlsdorf,strassenbahn,83,,,,
930,931,Rathaus Mariendorf,bus,A33,"52.44527453682428, 13.379492384246559",nan,906,Rathaus Mariendorf
931,932,Rathaus Neukölln,strassenbahn,"47,26","52.48159489526684, 13.434274903483136",nan,908,Rathaus Neukölln
932,933,Rathaus Neukölln,u-bahn,C I,"52.481666666667,13.434166666667",Q628770,909,Rathaus Neukölln
933,934,Rathaus Sch neberg,bus,A16,"52.48515473887597, 13.345086596743203",nan,911,Rathaus Schöneberg
934,935,Rathaus Schöneberg,bus,"A4,A73,A74",,,,
935,936,Rathaus Schöneberg,strassenbahn,"60,2",,,,
936,937,Rathaus Schöneberg,u-bahn,B III,"52.483116666667,13.341930555556",Q570926,913,Rathaus Schöneberg
937,938,Rathaus Spandau,bus,"A35,A5,AS1,A34,A13,A31,A63","52.53480744415333, 13.199505517192808",nan,914,Rathaus Spandau
938,939,Rathaus Spandau,strassenbahn,"55,75,76","52.53488081670858, 13.199058849732252",nan,915,Rathaus Spandau
939,940,Rathaus Steglitz,bus,"A32,A48,A17,A68","52.45683244954579, 13.320757398114617",nan,916,Rathaus Steglitz
940,941,Rathaus Steglitz,strassenbahn,"73,77,78,74","52.45691682931275, 13.320745348424166",nan,917,Rathaus Steglitz
941,942,Rathaus Tempelhof,bus,A77,,,,
942,943,Rathaus Tiergarten,bus,A70,"52.52649085974541, 13.338358982634196",nan,919,Rathaus Tiergarten
943,944,Rathaus Wannsee,bus,"A3,A6,A18","52.418440129670444, 13.148872492834737",nan,920,Rathaus Wannsee
944,945,Rathaus Zehlendorf,bus,"A3,A66,AS3","52.433207520111885, 13.259531923613192",nan,921,Rathaus Zehlendorf
945,946,Rathenauplatz,bus,A65,"52.49561134930413, 13.286573746568635",nan,922,Rathenauplatz
946,947,Rathenower Strasse,bus,"A70,A24","52.53252987726616, 13.350576073195072 +  52.52673250798154, 13.355275614926985",nan+ nan,923+ 10923,Rathenower Strasse Ecke Perleberger Strasse +  Rathenower Strasse Ecke Turmstrasse
947,948,Rathenower Strasse Ecke Perleberger Strasse,bus,A72,,,,
948,949,Rathenower Strasse Ecke Perleberger Strasse,strassenbahn,2,,,,
949,950,Rehberge,u-bahn,C I,"52.5567,13.3412",Q253850,926,Rehberge
950,951,Reichenberger Strasse,strassenbahn,26,"52.495535248263636, 13.430362951622532",nan,927,Reichenberger Strasse
951,952,Reichskanzlerplatz,bus,A4,"52.50929184084697, 13.27265693784035",nan,928,Reichskanzlerplatz
952,953,Reichskanzlerplatz,strassenbahn,"75,76","52.5089140766086, 13.272251406623242",nan,929,Reichskanzlerplatz
953,954,Reichskanzlerplatz,u-bahn,"A I,B I","52.509722222222,13.273055555556",Q657857,930,Theodor-Heuss-Platz
954,955,Reichssportfeldstrasse,strassenbahn,"75,76","52.507514731015824, 13.242086696344282",nan,932,Reichssportfeldstrasse
955,956,Reifenwerk,bus,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),,,,
956,957,Reinickendorf,s-bahn,KBS 105,"52.5779,13.3506",Q800496,933,Berlin Alt-Reinickendorf station
957,958,Reinickendorfer Str.,u-bahn,C I,"52.539911111111,13.370377777778",Q559249,934,Reinickendorfer Straße
958,959,Reinickendorfer Strasse Ecke Schulstrasse,bus,A64,,,,
959,960,Rembrandtstrasse,strassenbahn,66,"52.47116466720471, 13.343688369656276",nan,935,Rembrandtstrasse
960,961,Rennbahnstrasse Ecke Gustav-Adolf-Strasse,bus,A56,"52.56218648050474, 13.454267038723398",nan,937,Rennbahnstrasse Ecke Gustav-Adolf-Strasse
961,962,Reuchlinstrasse,bus,A70,"52.5278079827492, 13.324842775070394",nan,939,Reuchlinstrasse Ecke Huttenstrasse
962,963,Reuterstrasse,bus,A67,"52.48654240757135, 13.428977740572138",nan,940,Reuterstrasse Ecke Sonnenallee
963,964,Richard-Wagner-Platz,bus,A62,"52.517490990443804, 13.306397097578404",nan,941,Richard-Wagner-Platz
964,965,Richard-Wagner-Platz,strassenbahn,"53,55,54","52.517570616857, 13.306248118529135",nan,942,Richard-Wagner-Platz
965,966,Richard-Wagner-Platz,u-bahn,A III,"52.5175,13.306388888889",Q662201,943,Richard-Wagner-Platz metro station
966,967,Richardstrasse,strassenbahn,15,"52.47097391592754, 13.446301038467002",nan,944,Richardstrasse
967,968,Richtershorn,strassenbahn,86,0,Q66481215,945,Richtershorn
968,969,Ridbacher Strasse,bus,A49,"52.527457204488485, 13.606447755554132",nan,946,Ridbacher Strasse Ecke Grottkauer Strasse
969,970,Ringstrasse,bus,A11,"52.439772810020266, 13.300175076283422",nan,947,Ringstrasse Ecke Drakestrasse
970,971,Rittberg-Krankenhaus,strassenbahn,"77,78","52.42987951650218, 13.288961460110901",nan,948,Rittberg-Krankenhaus
971,972,Ritterlandweg,bus,A71,"52.56036399935592, 13.36907949823327",nan,949,Ritterlandweg
972,973,Robert-Koch-Platz,bus,"O40,A57","52.527570508835595, 13.37877230286134",nan,950,Robert-Koch-Platz
973,974,Roederplatz,bus,O30,"52.52671388514014, 13.479662353432392",nan,951,Roederplatz
974,975,Roedrplatz,strassenbahn,3,,,,
975,976,Rohdestrasse Ecke Germaniastrasse,bus,A73,,,,
976,977,Roseneck,bus,"A19,A50,A29,AS3","52.47580089902253, 13.282411270445099",nan,953,Roseneck
977,978,"Roseneck, Hundekehl",bus,A60,"52.47640250997692, 13.281611267179592",nan,954,"Roseneck, Hundekehl"
978,979,Rosenecke,bus,A17,"52.47578489322442, 13.282306517997712",nan,955,Roseneck
979,980,Rosenthaler Platz,bus,O40,"52.5296729549826, 13.401428926082492",nan,956,Rosenthaler Platz
980,981,Rosenthaler Platz,strassenbahn,"49,22,11,1","52.5301769,13.4016121",Q65093945,957,U Rosenthaler Platz
981,982,Rosenthaler Strasse,strassenbahn,49,,,,
982,983,Rudower Strasse,bus,A52,"52.43428237477314, 13.469124205215895",nan,959,Rudower Strasse Ecke Johannisthaler Chaussee
983,984,Ruhleben,u-bahn,B I,"52.525555555556,13.241388888889",Q656401,960,Ruhleben station
984,985,Ruhrstrasse,bus,A50,"52.48988277984805, 13.312456459919812",nan,962,Ruhrstrasse Ecke Hohenzollerndamm
985,986,Rummelsburg,s-bahn,KBS 102,"52.501244,13.478545",Q15107132,963,Berlin-Rummelsburg railway station
986,987,Ruppiner Chaussee,bus,A13,"52.59792202028554, 13.275075196373528",nan,964,Ruppiner Chaussee Ecke Heiligensee
987,988,Röntgental,s-bahn,KBS 106,"52.6487,13.5136",Q801386,966,Röntgental station
988,989,"Rüdersdorf, Karl-Marx-Platz",bus,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,
