stop_id,stop_name,type,location,in_lines,identifier,stop_description
19611291,Weißenseerweg,tram,"52.532258,13.476705","64,63",Q65942700,
19611292,Wendenschloß Ecke Ekhofstr.,tram,"52.41633000736971, 13.589690772826726",83,,
19611293,Wentowsteig,autobus,"52.59694371557204, 13.360462949429833",A21,,
19611294,Wernerwerk,s-bahn,"52.534863,13.27599",KBS 100c,Q96077001,
19611295,Westend,s-bahn,"52.5181,13.2844",KBS 100,Q323214,
19611296,Westkreuz,s-bahn,"52.5011,13.2839","KBS 101,KBS 102,KBS 100",Q678125,
19611297,"Weverstr.,str.nbahnhof",tram,"52.51946975407937, 13.19781896484702","75,76",,
19611298,Wichertstr. Ecke Prenzlauerallee,autobus,"52.54571094901922, 13.42782494047603",A56,,
19611299,Wiebestr.,autobus,"52.53119512537686, 13.319063771537584",A24,,
19611300,Wiebestr. Ecke Kaiserin-Augusta-Allee,tram,"52.52581805493254, 13.31804267301598",3,,
19611301,"Wiebestr.,str.nbahnhof",autobus,"52.53066666255053, 13.319314794959219",A70,,
19611302,Wiener Brücke,autobus,"52.49588477409083, 13.43650068505988",A75,,
19611303,Wiener Brücke,tram,"52.49588477409083, 13.43650068505988","92,87",,
19611304,Wiesbadenerstr.,autobus,"52.47164544021605, 13.319516803491332",A16,,
19611305,Wiesenbaude,autobus,"52.430495242672045, 13.31180861060395",A11,,
19611306,Wiesenbaude,tram,"52.43330952304924, 13.307272184416341","73,74",,
19611307,Wiesenstr.,autobus,"52.54763571080132, 13.373871074090278",A70,,
19611308,"Weißensee, Pasedagplatz",tram,"52.5594027,13.4609594",74,Q65954665,
19611309,Wildau,s-bahn,"52.32,13.634",KBS 103,Q8000974,
19611310,Wilderbruchstr. Ecke Sonnenallee,tram,"52.48172850402205, 13.440160266547615",3,,
19611311,Wildmeisterdamm,autobus,"52.425839839495815, 13.48325607958456",A52,,
19611312,Wildmeisterdamm,tram,"52.426124062490864, 13.48276594555747",47,,
19611313,Wilhelminenhof- Ecke Edisonstr.,tram,"52.4619496,13.5139049",82,Q65951882,
19611314,Wilhelminenhofstr.,tram,"52.460837970970566, 13.521054382869073",69,,
19611315,Wilhelminenhof- Ecke Edisonstr.,tram,"52.4619496,13.5139049",87,Q65951882,
19611316,Wilhelmshagen,s-bahn,"52.4386,13.7222",KBS 102,Q800494,
19611317,Wilhelmsruh,s-bahn,"52.5814,13.3631",KBS 106,Q800495,
19611318,"Wilhelmsruh, Fontanestr.",autobus,"52.58985938767378, 13.361193570257216","A55,A45",,
19611319,Wilhelmstr.,autobus,"52.43057879952989, 13.318592903820731",A17,,
19611320,Wilmersdorf,s-bahn,"52.477658333333,13.328525","KBS 100a,KBS 100",Q464094,
19611321,Wilmersdorferstr.,autobus,"52.499967660537735, 13.306987838785277","A19,A29",,
19611322,Wilmersdorferstr.,tram,"52.506692000645316, 13.306692426875525","75,76",,
19611323,Wilmersdorferstr. Ecke Kurfürstendamm,autobus,"52.50002844680595, 13.307125123915897",A69,,
19611324,Wilmersdorferstr. Ecke Kurfürstendamm,tram,"52.500032680363084, 13.307221456574052",3,,
19611325,Wilmersdorferstr. Ecke Otto-Suhr-Alle,tram,"52.518112442546, 13.304359726984016",3,,
19611326,Winfriedstr.,autobus,"52.437562011852606, 13.269450173477841",AS3,,
19611327,Winifriedstr. Ecke Clayallee,autobus,"52.439229231714734, 13.262871381887154",A3,,
19611328,Wismarerstr.,autobus,"52.42195191841697, 13.2985053942209",A1,,
19611329,Wismarerstr.,tram,"52.42195291492597, 13.29850599537737",77,,
19611330,Wismarerstr. Ecke Ostpreußendamm,tram,"52.41786193949108, 13.305195152904869",96,,
19611331,Wittenau,autobus,"52.596084138285406, 13.332857679505645",A62,,
19611332,Wittenau (Kremmener Bahn),s-bahn,"52.597013,13.334329",KBS 105,Q111264319,
19611333,Wittenau (Nordbahn),s-bahn,"52.597013,13.334329",KBS 106,Q111264319,
19611334,Wittenbergplatz,autobus,"52.50188939146253, 13.342697883756577","A73,A60,A62,A29,A19",,
19611335,Wittenbergplatz,tram,"52.50185025953713, 13.343098350806866","2,55,77,78",,
19611336,Wittenbergplatz,u-bahn,"52.501944444444,13.343055555556","A II,A I,B II,B I",Q692727,
19611337,Witzleben,s-bahn,"52.5078,13.2836",KBS 100,Q321266,
19611338,Wolburgsweg,autobus,"52.550616013150325, 13.16810722103831",A5,,
19611339,Wollankstr.,s-bahn,"52.5651525,13.3923627","KBS 105,KBS 106",Q800515,
19611340,Woltersdorfer Schleuse,autobus,"52.4427723984596, 13.764524016423056",S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,
19611341,Wolzogenstr.,autobus,"52.43229985926568, 13.235719207112487",A18,,
19611342,Wongrowitzerstr.,autobus,"52.46658608823203, 13.584839227863949",A27,,
19611343,Wuhlheide,s-bahn,"52.4689,13.5533",KBS 102,Q800514,
19611344,Yorckstr.,s-bahn,"52.491777777778,13.372141666667","KBS 105,KBS 106",Q21776729,
19611345,Yorckstr.,autobus,"52.49358813377981, 13.384967556749217",A28,,
19611346,Yorckstr.,tram,"52.492901206042376, 13.387766831697483",96,,
19611347,Zabel-Krüger-Damm,autobus,"52.60786610541416, 13.323845802997752",A12,,
19611348,Zappoter/Oeynhauserstr.,autobus,"52.47331132628728, 13.298669291589876",A60,,
19611349,Zehlendorf,s-bahn,"52.4309,13.2584","KBS 104,KBS 104a",Q737962,
19611350,Zentralschule,autobus,"52.43465069286089, 13.703692212644038 ",A22,,
19611351,Zentralviehhof,s-bahn,"52.5238,13.4644","KBS 103a,KBS 106",Q800512,
19611352,Zepernick (b Bernau),s-bahn,"52.6598,13.5342",KBS 106,Q801657,
19611353,Zeuthen,s-bahn,"52.3486,13.6274",KBS 103,Q8069824,
19611354,"Ziegenhals, VA Dienststelle",autobus,"52.3470916280972, 13.664196000865504",Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),,
19611355,Ziekowstr.,autobus,"52.59059426195262, 13.292011153010927",A14,,
19611356,Zitadellenweg,tram,"52.5377758132997, 13.217204249093342",55,,
19611357,ZobeltitzStr.,autobus,"52.56898257894375, 13.317202802475165",A61,,
19611358,Zoologischer Garten,s-bahn,"52.507222222222,13.3325","KBS 101,KBS 102",Q111326238,
19611359,Zoologischer Garten,u-bahn,"52.5058669,13.3330236","A I,B I",Q4024764,
19611360,Zossenerstr.,autobus,"52.49160676567746, 13.394443897793668",A28,,
19611361,Zossenerstr. Ecke Blücherstr.,tram,"52.49622054069677, 13.395106811633234",95,,
19611362,Zum Heckeshorn,autobus,"52.43307505069834, 13.164008736441371",A51,,
19611363,ZweiBrückerstr.,autobus,"52.54677409100436, 13.188764018875105",A63,,
19611364,Waldstr. Ecke Turmstr.,autobus,"52.52723999918061, 13.33057857025633","A72, A1",,
19611365,Wilhelmstr. Ecke Pichelsdorferstr.,autobus,"52.527959605404874, 13.195282802302891","A35,A34",,
19611366,Lichterfelde-West Lindenstr.,tram,"52.416224714960904, 13.311832010279808","58,78",,
19611367,Köpenickerstr. Ecke Manteuffelstr.,autobus,"52.50574939832715, 13.431940956927507",A28,,
19611368,Rosenthalerweg,tram,"52.60625636987162, 13.420087684676252",49,,
19611369,Schlossstr. Ecke Seelingstr.,autobus,"52.51569806814604, 13.296301299533223",A74,,
19611370,Tempelhoferweg Ecke Britzerdamm,autobus,"52.448934594274505, 13.43628485305219",A25,,
19611371,Tempelhoferdamm Ecke Friedrich-Karlstr.,autobus,"52.4557662805014, 13.383913574584998",A25,,
19640,4. Ring,autobus,"52.42250630689789, 13.2869490566549",A53,,4. Ring
19641,Adalbertstr.,autobus,"52.50548699996121, 13.42221404498021",A1P,,
19642,Adamstr.,autobus,"52.521029117218866, 13.19780699419913","A34,A35",,Adamstr. Ecke Pichelsdorferstr.
19643,Adlershof,s-bahn,"52.434722222222,13.541388888889","KBS 106a,KBS 103,KBS 103a",Q323551,Berlin-Adlershof station
19644,Adolf-Scheidt-Platz,tram,"52.478194856980814, 13.37836902238447",96,,Adolf-Scheidt-Platz
19645,Afrikanischestr.,u-bahn,"52.560027777778,13.334633333333",C I,Q559239,Afrikanischestr.
19646,"Ahrensfeld, Kirche",autobus,"52.57532170199278, 13.576515606968998",A46,,"Ahrensfeld, Kirche"
19647,Alboinstr. Ecke Prellerweg,autobus,"52.45573169907433, 13.369923338330747",A68,,
19648,Albrechtshof,s-bahn,"52.5494,13.1283",KBS 103,Q800470,Berlin Albrechtshof station
19649,Alexanderplatz,s-bahn,"52.521388888889,13.411944444444","KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104",Q111324700,S-Bahnhof Berlin Alexanderplatz
196410,Alexanderplatz,u-bahn,"52.5214,13.4119","A,E",Q17173458,Alexanderplatz u-bahn station
196411,"Alexanderplatz, Grunerstr.",autobus,"52.52008326268696, 13.41408418961877",A1P,,
196412,"Alexanderplatz, Grunerstr.",tram,"52.52008326268696, 13.41408418961877",71,,"Alexanderplatz, Grunerstr."
196413,"Alexanderplatz, Leninallee",tram,"52.522103158947594, 13.416511130432587",64,,
196414,"Alexanderplatz, Memhardstr.",tram,"52.5233439,13.4110773",1,Q65227406,nan+ Memhardstraße
196415,"Alexanderplatz, Memhardstr.",tram,"52.5233439,13.4110773","11,72,74E,82,22,74,63,69",Q65227406,
196416,"Alexanderplatz, Neue Königstr.",omnibus,"52.52004899287185, 13.414018555056696",O30,,
196417,Alexandrinenstr. Ecke Neuenburgerstr.,autobus,"52.49949226647086, 13.400403454687233",A24,,
196418,Almutstr. Ecke Berlinerstr.,autobus,"52.61486318631112, 13.31700949454557",A12,,
196419,"Alt-Biesdorf, Oberfeldstr.",autobus,"52.50918606891929, 13.553347058493491","['A8', 'A8E']",nan+ nan,"nan+ Alt-Biesdorf, Oberfeldstr."
196419,"Alt-Biesdorf, Oberfeldstr.",omnibus,"52.50918606891929, 13.553347058493491",O37,nan+ nan,"nan+ Alt-Biesdorf, Oberfeldstr."
196420,Alt-Buckow Ecke Buckowerdamm,autobus,"52.42365120067525, 13.436635949176258",A91,,
196421,Alt-Friedrichsfelde,tram,"52.50914093654053, 13.518129930582422",69E,,
196422,Alt-Friedrichsfelde Ecke Am Tierpark,tram,"52.50914093654053, 13.518129930582422","69,69E",,
196423,"Alt-Friedrichsfelde, Am Tierpark",autobus,"52.5097025850849, 13.518832511815527","['A43', 'A8', 'A8E']",,
196423,"Alt-Friedrichsfelde, Am Tierpark",omnibus,"52.5097025850849, 13.518832511815527",O37,,
196424,Alt-Heiligensee,autobus,"52.60616921042186, 13.210646859320935","A14,A13",,Alt-Heiligensee
196425,Alt-Karow,autobus,"52.60931228539711, 13.481265848599735",A42,,
196426,Alt-Kladow,autobus,"52.454591413254434, 13.144488043956764","A34,A35",,Alt-Kladow
196427,Alt-Kladow Ecke Kladowerdamm,autobus,"52.453456955410275, 13.143930501157236",A35E,,
196428,"Alt-Lankwitz, Dorfaue",autobus,"52.43908382575332, 13.354417745001864",A81,,
196429,Alt-Mariendorf Ecke Mariendorferdamm,autobus,"52.4401947729646, 13.38731752606722","A76,AS2s,A78, A81","nan, nan","nan, nan"
196430,Alt-Marienfelde,autobus,"52.413385082183694, 13.36338063003787",A52,,Alt-Marienfelde Ecke Marienfelderallee
196431,"Alt-Marzahn, Kirche",omnibus,"52.542423454435976, 13.564061751343658",O37,,"Alt-Marzahn, Kirche"
196432,Alt-Moabit,autobus,"52.524078460891005, 13.357069143313803",A24,,Alt-Moabit Ecke Rathenowerstr.
196433,Alt-Moabit Ecke Gotzkowskystr.,autobus,"52.52377875537158, 13.329735095213607","A90, A86","nan, nan","nan, nan"
196434,Alt-Reinickendorf Ecke Rödernallee,autobus,"52.57586051212987, 13.347765981901512",A72,,
196435,Alt-Schmöckwitz,tram,"52.3752767,13.649549",86,Q66459540,Alt-Schmöckwitz
196436,Alt-Tempelhof Ecke Tempelhoferdamm,autobus,"52.465964306830664, 13.38558297633417","A68,A76,A77,A78",nan+ nan+ nan,nan+ nan+ nan
196437,Alt-Wittenau,autobus,"52.58972877186178, 13.334169215342472","A62, A62","nan, nan","Alt-Wittenau Ecke Oranienburgerstr., Alt-Wittenau Ecke Eichborndamm"
196438,Alt-Wittenau Ecke Eichborndamm,autobus,"52.59187977745068, 13.32645957736823","A14,A15,A21",,
196439,Altenheim Hottengrund,autobus,"52.44892366863784, 13.114237745947817",A35E,,
196440,Altglienicke station,s-bahn,"52.4073,13.5588","KBS 106a,KBS 103a",Q4736651,
196441,"Altglienicke, Kirche",autobus,"52.421845729296805, 13.539407702079252",A23,,"Altglienicke, Kirche"
196442,"Altglienicke, Kirche",tram,"52.421845729296805, 13.539407702079252",84,,
196443,Am Beelitzhof,autobus,"52.432202091928794, 13.186661564435827",A3,,Am Beelitzhof Ecke Kronprinzessinnenweg
196444,Am Dachsbau,autobus,"52.60655284387061, 13.22984370797522",A13,,Am Dachsbau Ecke Heiligenseestr.
196445,Am Falkenberg,tram,"52.41079970042163, 13.570452931545786",84,,
196446,Am Grossen Wannsee,autobus,"52.420496581432594, 13.167192967572669","A18,A51",,Am Grossen Wannsee Ecke Königstr.
196447,Am Großen Wannsee,autobus,"52.420496581432594, 13.167192967572669",AS4,,
196448,Am Großen Wannsee Ecke Königstr.,autobus,"52.420496581432594, 13.167192967572669",A3,,
196449,Am Karlsbad,autobus,"52.505510534075455, 13.36801582264215",A75,,
196450,Am Kupfergraben,tram,"52.5194208,13.3953839","46,70,11",Q65055027,Am Kupfergraben
196451,Am Nordhafen,autobus,"52.53868315849872, 13.363248409190426",A70,,Am Nordhafen
196452,Am Nordhafen Ecke Tegelerstr.,autobus,"52.53843836936191, 13.362733894464787",A90,,
196453,Am Oberhafen,autobus,"52.465017297775326, 13.450594183790596",A67,,Am Oberhafen
196454,Am Pilz,autobus,"52.64251497264632, 13.300908054411988",A15,,
196455,Am Rosenhag,autobus,"52.52474356253909, 13.621775828105108","A44,A44E",,Am Rosenhag
196456,Am Steinberg,autobus,"52.55648144940878, 13.429306764151775","A45,A55,A42",,Am Steinberg Ecke Prenzlauer Promenade
196457,Am Steinberg,tram,"52.5585796,13.4333751",71,Q65103320,Am Steinberg
196458,Am Treptower Park Ecke Elsenstr.,tram,"52.4917648672198, 13.457703881892664",87,,
196459,Am Vierrutenberg Ecke Zabel-Krüger-Damm,autobus,"52.61351518095798, 13.343830308232075",A20,,
196460,Am Volkspark,autobus,"52.483222065143515, 13.32036833862448",A60,,Am Volkspark Ecke Blissestr.
196461,Amrumerstr.,u-bahn,"52.5425,13.350277777778",G,Q557577,
196462,Amtsgericht,autobus,"52.50682617853116, 13.297391449613752","AS4,A10",,
196463,Amtsgericht,tram,"52.50682617853116, 13.297391449613752","75,76",,Amtsgericht
196464,Amtsgericht Charlottenburg,autobus,"52.50571853839105, 13.295347400894903",A21,,Amtsgericht Charlottenburg
196465,An der Urania,autobus,"52.50313263781954, 13.3499093331407",A69,,
196466,Andreasstr.,omnibus,"52.51797306914227, 13.432895480772247",O30,,Andreasstr./Lebuserstr.
196467,Andreezeile,autobus,"52.41046140348477, 13.267143098688617",A66,,
196468,Anhalter Bahnhof,s-bahn,"52.503055555556,13.381944444444","KBS 100d,KBS 100c,KBS 100e",Q111324573,S-Bahnhof Berlin Anhalter Bahnhof
196469,Antonplatz,tram,"52.5484803,13.4517416","72,74E,3,74,70",Q65548849,Antonplatz
196470,Antwerpenerstr. Ecke Luxemburgerstr.,autobus,"52.54412983146483, 13.354948086368704",A64,,
196471,Argentinischeallee Ecke Fischerhüttenstr.,autobus,"52.44271134249338, 13.24015363503932",A53,,
196472,Arnimallee,autobus,"52.45789378609326, 13.299570204130864",A68,,Arnimallee
196473,Aroserallee,autobus,"52.57376245122369, 13.351970705456408","A14,A61",,Aroserallee Ecke Lindauerstr.
196474,Askanierring Ecke Falkenhagenerstr.,autobus,"52.54891706140618, 13.193495587303872",A34,,Askanierring Ecke Falkenhagenerstr.
196475,Askanierring Ecke Falkenseerchaussee,autobus,"52.545679974269035, 13.194267325495874","A35,A63",,Askanierring Ecke Falkenhagenerdamm
196476,Askanischerplatz,autobus,"52.50447897041404, 13.382295467838158","A24,A75,A29",,
196477,Attilaplatz,autobus,"52.45590179888225, 13.376512495751076","AS2s,A25,A68",,Attilaplatz
196478,Attilaplatz,tram,"52.455498340147045, 13.375619638525905",96,,Attilaplatz
196479,Augsburgerstr.,u-bahn,"52.500556,13.336389",A II,Q667035,
196480,Auguste-Viktoria-Allee,autobus,"52.569268504658915, 13.329801350092811",A62,,Auguste-Viktoria-Allee Ecke Ollenhauerstr.
196481,Badstr.,autobus,"52.55228040855936, 13.381394276023574",A70,,Badstr. Ecke Pankstr.
196482,Badstr./Prinzenallee,autobus,"52.55231378388406, 13.381413167559051",A71,,Badstr./Prinzenallee
196483,Baerwaldstr. Ecke Urbanstr.,tram,"52.493899843231475, 13.403460093532933",95,,
196484,Bahnhof Flughafen BER - Terminal 5,s-bahn,"52.3914,13.5128","KBS 106a,KBS 103a",Q661069,
196485,Bahnhof Friedrichstr. (Stadtbahn),u-bahn,"52.520111111111,13.388305555556",C I,Q3753274,Friedrichstraße metro station
196486,Bahnhof Lichtenberg (Zentralfriedhof),u-bahn,"52.510556,13.496389",E,Q3831986,Lichtenberg metro station
196487,Bahnhof Wedding,u-bahn,"52.5425,13.366111",C I,Q4018733,U-Bahnhof Wedding
196488,Bahnhofstr. Ecke Lindenstr.,autobus,"52.45096281111, 13.572146868709519",A27,,Bahnhofstr. Ecke Lindenstr.
196489,Bahnhofstr. Ecke Lindenstr.,tram,"52.4505094,13.572684","84,87",Q66095701,Bahnhofstraße/Lindenstraße+ Bahnhofstraße/Lindenstraße
196490,Barfusstr.,autobus,"52.558311542070335, 13.351189355013176",A12S,,
196491,Baumschulenstr.,tram,"52.469081846595664, 13.491329912138305","92,95",,Baumschulenstr. Ecke Köpenicker Landstr.
196492,Baumschulenstr. Ecke Südostallee,autobus,"52.46095841731415, 13.481191835004426",A47,,Baumschulenstr. Ecke Südostallee
196493,Baumschulenweg,s-bahn,"52.4675,13.489722","KBS 106a,KBS 106,KBS 103,KBS 103a",Q324336,Berlin-Baumschulenweg station
196494,Bautzenerstr. Ecke Yorckstr.,autobus,"52.49265331044414, 13.370954942054576",A19,,
196495,Bayerischerplatz,u-bahn,"52.488333333333,13.340277777778",B I,Q668574,Bayerischerplatz station
196496,Bayernring Ecke Tempelhofer,autobus,"52.48164004976185, 13.385828867118994",A78,,
196497,Bayernring Ecke Tempelhoferdamm,autobus,"52.481634872864596, 13.385858395941424","A76,A77",,
196498,Beeskowdamm Ecke Goerzallee,autobus,"52.40988367033843, 13.273529095833517",A1,,
196499,Behring-Krankenhaus,autobus,"52.42410894567823, 13.251764544509987",A10,,Behring-Krankenhaus
1964100,Bellevue,s-bahn,"52.52,13.348055555556","KBS 100h,KBS 100g",Q374018,Berlin Bellevue station
1964101,Belßstr.,autobus,"52.42719908422464, 13.365826813492008",A83,,
1964102,Benschallee,autobus,"52.42959261918116, 13.22400013419735",A18,,Benschallee Ecke Potsdamerchaussee
1964103,Benschallee Ecke Potsdamerchaussee,autobus,"52.429638035873005, 13.22393270091056",A3,,
1964104,Bergfelde (b Bln),s-bahn,"52.6702,13.3203",KBS 104,Q4891640,
1964105,Bergstr. Ecke Bismarckstr.,autobus,"52.45863817204511, 13.33931462421719","A81,A2",nan+ nan,nan+ nan
1964106,Bergstr. Ecke Thorwaldstr.,autobus,"52.45911303271541, 13.348433992418155",A83,,
1964107,Berkaerstr.,autobus,"52.48209270683341, 13.281182952838728",A29,,Berkaerstr. Ecke Teplitzerstr.
1964108,"Berkaerstr., Elsterplatz",autobus,"52.479592141367654, 13.285296936169493",AS3s,,"Berkaerstr., Elsterplatz"
1964109,Berlin-Staaken station,s-bahn,"52.5378,13.1414",KBS 100a,Q477545,
1964110,Berlinerstr. Ecke Brandenburgischestr.,autobus,"52.48646559054497, 13.320388485889481",A60,,
1964111,Berlinerstr. Ecke Bundesallee,autobus,"52.48735367071187, 13.33100210517226","A2,AS2s,A25",,
1964112,Berlinerstr. Ecke Joachimstalerstr.,autobus,"52.487347586247154, 13.330990285702837",A81,,
1964113,Berlinerstr. Ecke Suermondtstr.,tram,"52.54900402056681, 13.501740363652805",70,,
1964114,Berlinickeplatz,tram,"52.466329675590764, 13.378144688199017",96,,Berlinickeplatz Ecke Manteuffelstr.
1964115,Berlinickestr. Ecke Albrechtstr.,autobus,"52.45613384482348, 13.323889347619627",A33,,
1964116,Bernau (b Bln),s-bahn,"52.6763,13.5931",KBS 106,Q479789,Bernau bei Berlin station
1964117,Bernauerstr.,autobus,"52.57629905299874, 13.294692761311245",A13,,Bernauerstr. Ecke Berlinerstr.
1964118,Bernauerstr. Ecke Brunnenstr.,autobus,"52.53829556916397, 13.396023771544826","A71, A61",,Bernauerstr./Brunnenstr.
1964119,Bernauerstr. Ecke Wollinerstr.,autobus,"52.539825749774046, 13.4015229935377","A64,A71",,
1964120,Bersarinplatz,tram,"52.519215,13.4525257","4,13",Q65706258,Bersarinplatz
1964121,Betriebsbahnhof Rummelsburg,s-bahn,"52.4939,13.4978",KBS 102,Q829009,Betriebsbahnhof Rummelsburg station
1964122,Betriebsbahnhof Schöneweide,s-bahn,"52.44676,13.52391","KBS 106a,KBS 103,KBS 103a",Q4526101,Berlin-Johannisthal railway station
1964123,Beusselstr.,s-bahn,"52.534444444444,13.329166666667","KBS 100a,KBS 100",Q323219,Berlin Beusselstraße station
1964124,Bezirksamt,autobus,"52.54146443211212, 13.200850156157355",A63,,Bezirksamt
1964125,Bhf. Frankfurterallee,tram,"52.5138037,13.4773772",3,Q65948557,
1964126,Bhf. Friedrichstr.,autobus,"52.5205606637086, 13.388231915342985","A57,A9,A59",,Bhf. Friedrichstr.
1964127,Bhf. Friedrichstr.,tram,"52.5192805,13.3884107","11, 46,70","Q65095382, Q65095382","nan, nan"
1964128,Bhf. Gesundbrunnen,autobus,"52.548738600413905, 13.387745851632966","A61,A71",,Bhf. Gesundbrunnen
1964129,Bhf. Hermsdorf,autobus,"52.61953939324446, 13.30416069232153",A15,,Bhf. Hermsdorf
1964130,Bhf. Hohenzollerndamm,autobus,"52.488411167563925, 13.302041677512456",A21,,
1964131,Bhf. Jungfernheide,autobus,"52.530138785889896, 13.296018817180764",A62,,Bhf. Jungfernheide
1964132,Bhf. Lichtenberg,omnibus,"52.5112875601879, 13.499591119128855","O37,O30",,Bhf. Lichtenberg
1964133,Bhf. Lichtenberg,tram,"52.5123603,13.4977547","69,69E",Q66013733,S+U Lichtenberg/Siegfriedstraße
1964134,Bhf. Lichtenrade,autobus,"52.386683297852706, 13.395506929836833","A76,AS2s",,
1964135,Bhf. Lichterfelde-West,autobus,"52.44397675869793, 13.295628699942629",A11,,Bhf. Lichterfelde-West
1964136,Bhf. Lindenthalerallee,autobus,"52.43102570943782, 13.229881678326638",A3,,Bhf. Lindenthalerallee Ecke Potsdamerchaussee
1964137,Bhf. Marienfelde,autobus,"52.42342246533686, 13.374664175181172","A77,A32",,Bhf. Marienfelde
1964138,Bhf. Schönefeld,autobus,"52.38192403313463, 13.511545079208773",AZ,,
1964139,Bhf. Schöneweide,autobus,"52.45374952013775, 13.510200397684477","A26,A47,A48",,"Bhf. Schöneweide, Sterndamm"
1964140,Bhf. Schöneweide,tram,"52.45640818289644, 13.509916574756422","85,69E,92,87,69,95",,Bhf. Schöneweide
1964141,Bhf. Sonnenallee,autobus,"52.473861610807525, 13.455874121666916",A67,,Bhf. Sonnenallee
1964142,Bhf. Spandau-West,autobus,"52.53497194201396, 13.198460334945361",A63,,Bhf. Spandau-West
1964143,Bhf. Tempelhof,autobus,"52.47084694496318, 13.385638120230526",A68,,Bhf. Tempelhof
1964144,Bhf. Wannsee,autobus,"52.42151302311533, 13.17810256503659","AS4,A3,A51,A6",,Bhf. Wannsee
1964145,Bhf. Wilhelmsruh,autobus,"52.58102921945559, 13.363635067647111",A71,,Bhf. Wilhelmsruh
1964146,Bhf. Wollankstr.,autobus,"52.56453849178735, 13.393420272477442",A70,,Bhf. Wollankstr.
1964147,Bhf. Zoo,autobus,"52.507029532025605, 13.333220118900503","A2,A62,AS2s,A25,AS3s,AS4,A73,AS1s",,Bhf. Zoo
1964148,Bhf. Zoo,tram,"52.50719345524868, 13.332629878993917",55,,Bhf. Zoo
1964149,"Bhf. Zoo, Hardenbergplatz",autobus,"52.506961767508, 13.333080958799588","A85,A81,A90",,
1964150,"Bhf. Zoo, Kantstr.",tram,"52.50540350310839, 13.330367559360592","75,76",,"Bhf. Zoo, Kantstr."
1964151,Biesdorf,s-bahn,"52.5131,13.5554",KBS 101,Q4892357,Berlin-Biesdorf station
1964152,Birkbuschstr. Ecke Siemensstr.,autobus,"52.4424390398498, 13.332082171164004",A86,,
1964153,Birkenstr.,u-bahn,"52.532222222222,13.341388888889",G,Q555998,
1964154,Birkenwerder,s-bahn,"52.6885,13.2888",KBS 104,Q2343634,Birkenwerder station
1964155,Bismarckplatz,autobus,"52.492064537089135, 13.28493897027407",A29,,Bismarckplatz
1964156,Bismarckstr. Ecke Bergstr.,autobus,"52.45863794281251, 13.339298022918376","A75,A68",,
1964157,Bismarckstr. Ecke Steglitzerdamm,autobus,"52.45103871422625, 13.337949524239141","A33, A81","nan, nan","nan, nan"
1964158,Björnsonstr.,tram,"52.5544232,13.4030585",3,Q65920495,
1964159,Blankenburg,s-bahn,"52.5915,13.4435","KBS 104,KBS 106",Q800469,Berlin-Blankenburg station
1964160,"Blankenburg, Bahnhofstr.",autobus,"52.591380472079955, 13.453512267562314",A42,,"Blankenburg, Bahnhofstr. Ecke Heinersdorferstr."
1964161,"Blankenfelde, Hauptstr.",autobus,"52.63002534735451, 13.38262328371393","A7,A7E",,"Blankenfelde, Hauptstr."
1964162,Blaschkoallee,u-bahn,"52.451944444444,13.449444444444",C I,Q666911,
1964163,Blaschkoallee Ecke Britzerdamm,autobus,"52.45261494085354, 13.438544655903872",A91,,
1964164,Bleibtreustr. Ecke Kurfürstendamm,autobus,"52.50160347596025, 13.319464110729676",A69,,
1964165,Blohmstr. Ecke Wünsdorferstr.,autobus,"52.388693095651256, 13.394328971164002",A76,,
1964166,Blumenstr.,tram,"52.44907887643158, 13.760106955990562",S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,
1964167,Boddinstr.,u-bahn,"52.48,13.425277777778",D,Q819495,Boddinstraße
1964168,"Bohnsdorf, Kirche",autobus,"52.39948771402893, 13.555574431978044",A36,,"Bohnsdorf, Kirche"
1964169,"Bohnsdorf, Waldstr.",autobus,"52.389397192754984, 13.570666562153916","AD,A38",,"Bohnsdorf, Waldstr."
1964170,Bonhoeffer-Heim,autobus,"52.57940412664757, 13.33327468081513",A62,,
1964171,"Bonsdorf, Waldstr.",autobus,"52.389397192754984, 13.570666562153916",A38,,
1964172,Borgsdorf,s-bahn,"52.7155,13.2764",KBS 104,Q4093486,Borgsdorf station
1964173,Bornholmerstr.,tram,"52.5537705,13.4138898",49,,
1964174,Borsigwalderweg,autobus,"52.58482847787268, 13.29793542584195",A15,,Borsigwalderweg Ecke Conradstr.
1964175,Borsigwerke,u-bahn,"52.5819,13.2907",C I,Q525185,Borsigwerke
1964176,Borussenstr. Ecke Kronprizessinnenweg,autobus,"52.42987973140939, 13.185060134093185",A3,,
1964177,Botanischer Garten,autobus,"52.458598799471524, 13.303436055459807","A1,A68",,"Botanischer Garten, Ecke Königin-Luisestr."
1964178,Botanischer Garten,s-bahn,"52.44806,13.30722",KBS 100e,Q800498,Berlin Botanischer Garten station
1964179,Boxhagenerstr. Ecke Holteistr.,omnibus,"52.508613193309614, 13.466277189422302",O30,,
