Unnamed: 0,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency,Length (km)
55,195656,1956,96,strassenbahn,"Machnower Schleuse<> Teltow, Paul-Gerhardt-Strasse",24,Ost,20,6.96
56,195657,1956,98,strassenbahn,Mehringplatz (Hallesches Tor)<> Daimlerstrasse Ecke Birnhornweg,35,West,15,
57,195658,1956,99,strassenbahn,"Lindenstrasse, Jerusalemer Kirche<> Bhf. Lichtenrade",49,West,15,
58,195659,1956,A I,u-bahn,Pankow (Vinetastr.)<> Ruhleben,50,West,10,
59,195660,1956,A II,u-bahn,Kottbusser Tor<> Krumme Lanke,38,West,10,
60,195661,1956,A III,u-bahn,Deutsches Opernhaus (Bismarckstr.)<> Richard-Wagner-Platz,1,West,10,
61,195662,1956,A1,bus,"Moabit, Waldstrasse<> Lichterfelde, Süd, Lindenstrasse",57,West,15,
62,195663,1956,A10,bus,"Haselhorst, Kirche<> Zehlendorf, Andreezeile Ecke Sachtlebenstrasse",58,West,15,
63,195664,1956,A11,bus,Saargemünder Strasse<> Trippsteinstrasse Ecke Sonderhauserstrasse,26,West,5,
64,195665,1956,A12,bus,"U-Bhf. Seestrasse<> Frohnau, Invalidensiedlung",44,West,10,
65,195666,1956,A12S,bus,U-Bhf. Seestrasse<> Bhf. Frohnau,34,West,10,
66,195667,1956,A13,bus,"Spandau, Weinmeisterhornweg<> Bhf. Tegel",45,West,15,
67,195668,1956,A14,bus,"Osloerstrasse Ecke Schwedenstrasse<> Heiligensee, Hennigsdorferstrasse Ecke Mattenbuder Pfad",44,West,20,
68,195669,1956,A15,bus,Bhf. Wittenau<> Bhf. Frohnau,38,West,15,
69,195670,1956,A16,bus,"U-Bhf. Seestrasse<> Englerallee, Breitenbachplatz",39,West,6,
70,195671,1956,A17,bus,"Bhf. Grunewald<> Lichterfelde, Saaleckplatz",46,West,10,
71,195672,1956,A18,bus,Saargemünder Strasse<> Kohlhasenbrück,30,West,7,
72,195673,1956,A19,bus,"Roseneck, Grunewald<> Tempelhof, Flughafen",38,West,10,
73,195674,1956,A2,bus,"Am Knie<> Lankwitz, Trippsteinstrasse",40,West,10,
74,195675,1956,A20,bus,"Bhf. Tegel<> Lübars, Alt-Lübars",20,West,15,
75,195676,1956,A21,bus,Wentowsteig Ecke Wilhelmsruher Damm<> U-Bhf. Fehrbelliner Platz,50,West,10,
76,195677,1956,A22,bus,"Hessenwinkel, Lindenstrasse<> Fichtenau, Stadtgrenze",25,Ost,20,8.4
77,195678,1956,A23,bus,"Altglienicke, Kirche<> Altglienicke, Kirche",15,Ost,20,3.5
78,195679,1956,A24,bus,"Moabit, Wiebestrasse Strassenbahnhof<> Tempelhof, Flughafen",37,West,7,
79,195680,1956,A25,bus,Unionplatz<> Grüner Weg Ecke Buschkrugallee,57,West,10,
80,195681,1956,A27,bus,"S-Bhf. Kaulsdorf, Planitzstrasse<> Alt-Müggelheim",47,Ost,10,16.0
81,195682,1956,A28,bus,Loewenhardtdamm Ecke Boelckestrasse<> Schlesischestrasse Ecke Heckmannufer,27,West,7,
82,195683,1956,A29,bus,Roseneck<> Anhalter Bhf.,30,West,10,
83,195684,1956,A3,bus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",39,West,10,
84,195685,1956,A3E,bus,"Saargemünderstrasse<> Lichterfelde, Osteweg",11,West,30,
85,195686,1956,A31,bus,"Gartenstadt, Staaken, Heidelbergplan<> Bhf. Spandau",20,West,15,
86,195687,1956,A32 (Obus),bus,Breitenbachplatz<> Bhf. Marienfelde,28,West,5,
87,195688,1956,A33 (Obus),bus,"Bhf. Steglitz<> Mariendorf, Kaiserstrasse Ecke Mariendorfer Damm",15,West,10,
88,195689,1956,A34,bus,"Spandau, Friedhof<> Groß-Glienicke, Gutshof",45,West,30,
89,195690,1956,A35,bus,"Germersheimer Platz<> Kladow, Hottengrund (Stadtgrenze)",38,West,30,
90,195691,1956,A36,bus,"S-Bhf. Grünau<> Schönefeld, Dorfplatz",21,Ost,40,6.2
91,195692,1956,A37,bus,"Bhf. Lichtenberg<> Alt-Marzahn, Kirche",26,Ost,10,
92,195693,1956,A38,bus,Waltersdorf<> S-Bhf. Grünau,18,Ost,10,6.7
93,195694,1956,A39,bus,"Wartenberg, Siedlung<> Hohenschönhausen, Falkenberger Strasse",13,Ost,15,4.2
94,195695,1956,A4,bus,Brixplatz<> Finowstrasse Ecke Sonnenallee,54,West,12,
95,195696,1956,A41,bus,"Leninallee Ecke Dimitroffstrasse<> Marzahn, Bürknersfelde",19,Ost,15,
96,195697,1956,A42,bus,"Buch, Zepernicker Strasse<> Ostseestrasse Ecke Prenzlauerallee",41,Ost,15,12.1
97,195698,1956,A43,bus,Bürknersfelde<> U-Bhf. Friedrichsfelde,19,Ost,20,6.2
98,195699,1956,A44,bus,"Hönow, Dorfstrasse<> S-Bhf. Mahlsdorf",13,Ost,20,4.3
99,1956100,1956,A44E,bus,Greifswalder Strasse<> S-Bhf. Mahlsdorf,10,Ost,20,
100,1956101,1956,A45,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Feldmannstrasse",45,Ost,7,
101,1956102,1956,A46,bus,"Ahrensfeld, Lindenbergerstrasse<> Malchow, Dorfstrasse",34,Ost,15,
102,1956103,1956,A47,bus,"Bhf. Schöneweide<> S-Bhf. Baumschulenweg, Glanzstrasse",16,Ost,15,
103,1956104,1956,A48,bus,"Potsdamer Strasse Ecke Fischerhüttenstrasse<> Potsdamer Brücke, Am Karlsbad",35,West,10,
104,1956105,1956,A49,bus,"Kaulsdorf, Bausdorfstrasse<> Kaulsdorf, Hönowerstrasse Ecke Bausdorfstrasse",14,Ost,20,
105,1956106,1956,A5,bus,"Machandelweg Ecke Charlottenburger Chaussee<> Spandau, Waldkrankenhaus",26,West,10,
106,1956107,1956,A50,bus,"Emser Platz, Pfalzburgerstrasse<> Roseneck, Rheinbabenallee, Grunewald",12,West,10,
107,1956108,1956,A51,bus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10,West,50,
108,1956109,1956,A52,bus,"Alt-Marienfelde Ecke Marienfelderallee<> Rudow, Kanalstrasse Ecke Mimosenweg",38,West,30,
109,1956110,1956,A55,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Schwarzelfenweg",41,Ost,15,
110,1956111,1956,A6,bus,Bhf. Wannsee<> Glienicker Brücke,13,West,60,
111,1956112,1956,A7,bus,"Glienicke, Kirche<> U-Bhf. Vinetastrasse",43,Ost,20,
112,1956113,1956,A8,bus,Waldesruh<> U-Bhf. Friedrichsfelde,35,Ost,12,12.0
113,1956114,1956,A82P,bus,Kinderheim<> Markgrafendamm,5,Ost,20,
114,1956115,1956,A9,bus,"Scharnhorststrasse, Volkspolizeikrankenhaus<> Arnsalder Platz, Dimitroffstrasse",26,Ost,12,7.1
115,1956116,1956,AL,bus,"Lindenberg<> Malchow, Dorfstrasse",8,Ost,80,
116,1956117,1956,AN,bus,"Bhf. Hohen Neuendorf<> Glienicke, Elsässerstrasse",28,Ost,20,
117,1956118,1956,B I,u-bahn,Warschauer Brücke<> Uhlandstrasse,23,Ost/West,10,
118,1956119,1956,B II,u-bahn,Nollendorfplatz<> Innsbrucker Platz (Hauptstr.),6,Ost/West,5,
119,1956120,1956,C I,u-bahn,Kurt-Schumacher-Platz<> Grenzallee,34,West,5,
120,1956121,1956,C II,u-bahn,Mehringdamm<> Tempelhof (Südring),5,West,5,
121,1956122,1956,D,u-bahn,Gesundbrunnen<> Leinestr.,23,West,5,
122,1956123,1956,E,u-bahn,Alexanderplatz<> Friedrichsfelde (Tierpark),17,Ost,5,
123,1956124,1956,KBS 100,s-bahn,Gesundbrunnen<> Gesundbrunnen,0,both/unkown,0,
124,1956125,1956,KBS 100a,s-bahn,Westend<> Grünau,0,both/unkown,0,
125,1956126,1956,KBS 100b,s-bahn,Blankenburg<> Warschauer Str.,0,both/unkown,0,
126,1956127,1956,KBS 100c,s-bahn,Gesundbrunnen<> Warschauer Str.,0,both/unkown,0,
127,1956128,1956,KBS 100d,s-bahn,Jungfernheide<> Gartenfeld,0,both/unkown,0,
128,1956129,1956,KBS 101,s-bahn,Staaken<> Strausberg,0,both/unkown,0,
129,1956130,1956,KBS 101a,s-bahn,Strausberg<> Strausberg Nord,0,both/unkown,0,
130,1956131,1956,KBS 102,s-bahn,Potsdam<> Erkner,0,both/unkown,0,
131,1956132,1956,KBS 103,s-bahn,Falkensee<> Königs Wusterhausen,0,both/unkown,0,
132,1956133,1956,KBS 103a,s-bahn,Spandau West<> Spindlersfeld,0,both/unkown,0,
133,1956134,1956,KBS 104,s-bahn,Oranienburg<> Wannsee,0,both/unkown,0,
134,1956135,1956,KBS 104a,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0,both/unkown,0,
135,1956136,1956,KBS 104b,s-bahn,Wannsee<> Stahnsdorf,0,both/unkown,0,
136,1956137,1956,KBS 105,s-bahn,Velten (Mark)<> Rangsdorf,0,both/unkown,0,
137,1956138,1956,KBS 106,s-bahn,Bernau (b Bln)<> Teltow,0,both/unkown,0,
138,1956139,1956,O30,bus,Kosterstrasse<> Klosterstrasse,72,Ost,20,18.9
139,1956140,1956,O37,bus,Bürknersfelde<> Bhf. Lichtenberg,0,Ost,0,10.0
140,1956141,1956,O40,bus,Ostbahnhof<> Robert-Koch-Platz,23,Ost,12,6.3
141,1956142,1956,O41,bus,Bürknersfelde<> Dimitroffstrasse,18,Ost,10,6.2
142,1956143,1956,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Fähre,Kladow<> Wannsee,20,West,60,
143,1956144,1956,Wendenschloß<>Grünau,Fähre,Wendenschloß<> Grünau,0,Ost,20,
0,19601,1960,1,strassenbahn,SchillingBrücke (Ostbahnhof)<> Am Kupfergraben,33,Ost,20,7.7
1,19602,1960,11,strassenbahn,"Köpenicker Strasse Ecke Adalbertstrasse<> Oranienburger Tor, Hannoversche Strasse",23,Ost,20,5.4
2,19603,1960,13,strassenbahn,"Klingenberg, Blockdammweg<> Oderberger Strasse",37,Ost,7,9.9
3,19604,1960,15,strassenbahn,Daimlerstrasse<> Schulenburgpark,36,West,15,
4,19605,1960,2,strassenbahn,Wolliner Strasse<> Spreewaldplatz,70,West,15,
5,19606,1960,22,strassenbahn,Bhf. Rosenthal<> Elisabethstrasse,49,Ost,13,11.7
6,19607,1960,25,strassenbahn,Wolliner Strasse<> Gotenstrasse,68,West,15,
7,19608,1960,26,strassenbahn,Spreewaldplatz<> Industriestrasse,31,West,15,
8,19609,1960,27,strassenbahn,Hobrechtstrasse<> Alt-Buckow,26,West,10,
9,196010,1960,3,strassenbahn,Mühlenstrasse<> Bj rnsonstrasse,45,Ost,10,12.1
10,196011,1960,3,strassenbahn,Hobrechtstrasse<> Grüntaler Strasse,79,West,10,
11,196012,1960,35,strassenbahn,Nonnendammallee<> Bhf. Wilhelmsruh,48,West,15,
12,196013,1960,4,strassenbahn,Mühlenstrasse<> Oderberger Strasse,27,both/unkown,8,6.3
13,196014,1960,44,strassenbahn,Sandkrugbrücke<> Birkbuschstrasse,58,West,15,
14,196015,1960,46,strassenbahn,"Niedersch nhausen, Schillerstrasse<> Clara-Zetkin-Strasse",51,Ost,15,12.1
15,196016,1960,46E,strassenbahn,"Niedersch nhausen, Idastrasse bzw. Nordend<> Oranienburger Tor, Hannoversche Strasse",41,Ost,15,9.8
16,196017,1960,47,strassenbahn,Hermannplatz<> Bahnhofstrasse,34,West,10,
17,196018,1960,49,strassenbahn,"Buchholz, Hauptstrasse<> Hackescher Markt, Große Präsidentenstrasse",41,Ost,8,10.6
18,196019,1960,53,strassenbahn,Nollendorfplatz<> Hakenfelde,59,West,20,
19,196020,1960,54,strassenbahn,Nollendorfplatz<> Johannesstift,60,West,20,
20,196021,1960,55,strassenbahn,Nollendorfplatz<> Nauener Strasse,54,West,12,
21,196022,1960,6,strassenbahn,Wintersteinstrasse<> Elsenstrasse,57,West,10,
22,196023,1960,60,strassenbahn,Königin-Elisabeth-Strasse<> Eythstrasse,49,West,15,
23,196024,1960,63,strassenbahn,"Hohensch nhausen, Gartenstadt<> Hackescher Markt, Große Präsidentenstrasse",38,Ost,20,10.2
24,196025,1960,64,strassenbahn,"Hohensch nhausen, Falkenberger Strasse<> D nhoffplatz",39,Ost,20,10.2
25,196026,1960,66,strassenbahn,Belziger Strasse<> Bergstrasse,12,West,10,
26,196027,1960,69,strassenbahn,"Johannisthal, Haeckelstrasse<> Walter-Ulbricht-Stadion",82,Ost,20,21.4
27,196028,1960,69E,strassenbahn,"Johannisthal, Haeckelstrasse<> Kniprodestrasse",59,Ost,20,16.3
28,196029,1960,70,strassenbahn,"Hohensch nhausen, Falkenberger Strasse<> Am Kupfergraben (Haus der Frau)",49,Ost,12,11.9
29,196030,1960,71,strassenbahn,"Heinersdorf, Romain-Rolland-Str.<> J denstrasse, Mokenmarkt",32,Ost,10,7.6
30,196031,1960,72,strassenbahn,"Weißensee, Pasedagplatz<> Taubenstrasse",46,Ost,13,10.5
31,196032,1960,73,strassenbahn,Bhf. Lichterfelde-Ost<> Potsdamer Platz,42,West,20,
32,196033,1960,74,strassenbahn,Finckensteinallee<> Potsdamer Platz,39,West,20,
33,196034,1960,74,strassenbahn,"Wie ensee, Pasedagplatz<> Leipziger Platz",39,Ost,8,10.2
34,196035,1960,74E,strassenbahn,"Klement-Gottwald-Allee<> J denstrasse, Molkenmarkt",26,Ost,8,7.5
35,196036,1960,75,strassenbahn,"Bhf. Zoo, Kantstrasse<> Hakenfelde",57,West,20,
36,196037,1960,76,strassenbahn,"Spandau, Johannesstift<> Kanststrasse Ecke Joachimsthaler Strasse",60,West,20,
37,196038,1960,77,strassenbahn,Bhf. Zoo<> Goerzallee,49,West,20,
38,196039,1960,78,strassenbahn,Bhf. Zoo<> Lichterfelde Süd Lindenstrasse,48,West,20,
39,196040,1960,82,strassenbahn,"Mahlsdorf-Süd, Hubertus<> Elisabethstrasse",75,Ost,20,20.9
40,196041,1960,83,strassenbahn,Wendenschloß Ecke Ekhofstrasse<> S-Bhf. Mahlsdorf,47,Ost,20,
41,196042,1960,84,strassenbahn,"Altglienicke, Am Falkenberg<> Friedrichshagen, Wasserwerk",52,Ost,20,
42,196043,1960,86,strassenbahn,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",53,Ost,20,
43,196044,1960,87,strassenbahn,Rahnsdorf<> Wiener Brücke,73,Ost,20,21.6
44,196045,1960,88,strassenbahn,Stadtpark<> Wiener Brücke,45,West,15,
45,196046,1960,92,strassenbahn,"Treptow, Flutgraben<> Bhf. Oberspree",38,Ost,20,
46,196047,1960,95,strassenbahn,Attilaplatz<> Schwarzer Weg,42,West,15,
47,196048,1960,95,strassenbahn,"Baumschulenweg, Sonnenallee<> Köpenick, Krankenhaus",0,Ost,20,
48,196049,1960,96,strassenbahn,"Machnower Schleuse<> Teltow, Paul-Gerhardt-Strasse",24,Ost,20,7.0
49,196050,1960,96,strassenbahn,U-Bhf. Tempelhof<> Schwelmer Strasse,33,West,15,
50,196051,1960,98,strassenbahn,Mehringplatz (Hallesches Tor)<> Daimlerstrasse Ecke Birnhornweg,35,West,15,
51,196052,1960,99,strassenbahn,Lindenstrasse<> Bhf. Lichtenrade,49,West,15,
52,196053,1960,A1,bus,Waldstrasse<> Lindenstrasse,58,West,15,
53,196054,1960,A10,bus,"Haselhorst, Kirche<> Lupsteiner Weg",62,West,15,
54,196055,1960,A11,bus,Saargem nder Strasse<> Trippsteinstrasse,26,West,10,
55,196056,1960,A12,bus,Weddingplatz<> Hainbuchenstrasse,47,West,20,
56,196057,1960,A12S,bus,Weddingplatz<> Bhf. Frohnau,34,West,10,
57,196058,1960,A13,bus,Alt-Heiligensee<> Weinmeisterhornweg,59,West,15,
58,196059,1960,A14,bus,Alt-Heiligensee<> Rügener Strasse,53,West,15,
59,196060,1960,A15,bus,Lübarser Strasse<> Bhf. Frohnau,41,West,15,
60,196061,1960,A16,bus,Louise-Schroeder-Platz<> Englerallee,44,West,10,
61,196062,1960,A17,bus,Bhf. Grunewald<> Saaleckplatz,46,West,10,
62,196063,1960,A18,bus,Saargem nder Strasse<> Kohlhasenbr ck,32,West,20,
63,196064,1960,A19,bus,Roseneck<> Flughafen,40,West,10,
64,196065,1960,A2,bus,Strasse des 17. Juni<> Trippsteinstrasse,40,West,10,
65,196066,1960,A20,bus,"Tegelort<> Lübars, Dorfaue",36,West,15,
66,196067,1960,A21,bus,Wentowsteig<> U-Bhf. Fehrbelliner Platz,49,West,10,
67,196068,1960,A22,bus,"Hessenwinkel, Lindenstrasse<> Fichtenau, Stadtgrenze",27,Ost,20,8.5
68,196069,1960,A23,bus,"Altglienicke, Kirche<> Altglienicke, Kirche",13,Ost,20,3.5
69,196070,1960,A24,bus,Wiebestrasse<> Flughafen,38,West,5,
70,196071,1960,A25,bus,Unionplatz<> Gutschmidtstrasse,63,West,10,
71,196072,1960,A27,bus,"S-Bhf. Kaulsdorf, Planitzstrasse<> Alt-Müggelheim",42,Ost,10,
72,196073,1960,A28,bus,Loewenhardtdamm<> Heckmannufer,29,West,7,
73,196074,1960,A29,bus,Roseneck<> Anhalter Bhf.,32,West,10,
74,196075,1960,A3,bus,Rathaus Zehlendorf<> Stölpchensee,39,West,10,
75,196076,1960,A31,bus,Machandelweg<> Heidebergplan,24,West,15,
76,196077,1960,A32,bus,Breitenbachplatz<> Bhf. Marienfelde,28,West,5,
77,196078,1960,A33,bus,Bhf. Steglitz<> Kaiserstrasse,15,West,10,
78,196079,1960,A34,bus,"Spandau, Friedhof<> Gutshof",45,West,30,
79,196080,1960,A35,bus,Germersheimer Platz<> Hottengrund,38,West,30,
80,196081,1960,A38,bus,Waltersdorf<> S-Bhf. Grünau,18,Ost,20,6.7
81,196082,1960,A39,bus,"Wartenberg, Siedlung<> Hohensch nhausen, Falkenberger Strasse",13,Ost,18,4.2
82,196083,1960,A4,bus,Brixplatz<> Finowstrasse,54,West,10,
83,196084,1960,A42,bus,"Buch, Zepernicker Strasse<> Ostseestrasse (Spitze)",34,Ost,12,12.1
84,196085,1960,A43,bus,Bürknersfelde<> U-Bhf. Friedrichsfelde,19,Ost,20,6.2
85,196086,1960,A44,bus,"Hönow, Dorfstrasse<> S-Bhf. Mahlsdorf",13,Ost,15,4.3
86,196087,1960,A44E,bus,Greifswalder Strasse<> S-Bhf. Mahlsdorf,10,Ost,10,2.8
87,196088,1960,A45,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Schwarzelfenweg",42,Ost,15,13.3
88,196089,1960,A46,bus,"Ahrensfeld, Kirche<> Malchow, Dorfstrasse",30,Ost,15,10.8
89,196090,1960,A47,bus,Bhf. Schöneweide<> S-Bhf. Treptower Park,26,Ost,20,9.3
90,196091,1960,A48,bus,Potsdamer Strasse Ecke Fischerh ttenstrasse<> Margaretenstrasse,38,West,5,
91,196092,1960,A49,bus,"Kaulsdorf, Bausdorfstrasse<> Kaulsdorf, Bausdorfstrasse",14,Ost,20,5.4
92,196093,1960,A5,bus,Machandelweg<> Waldkrankenhaus,24,West,10,
93,196094,1960,A50,bus,Roseneck<> Prager Platz,15,West,10,
94,196095,1960,A51,bus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10,West,30,
95,196096,1960,A52,bus,Alt-Marienfelde<> Mimosenweg,38,West,30,
96,196097,1960,A53,bus,Krumme Lanke<> Thuner Platz,19,West,30,
97,196098,1960,A55,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Liebermannstrasse Ecke Piesporter Strasse",38,Ost,15,11.4
98,196099,1960,A56,bus,"Weißensee, Feldtmannstrasse<> Wicherstrasse",12,Ost,15,4.2
99,1960100,1960,A57,bus,Kniprodestrasse Ecke Erml ndische Strasse<> Robert-Koch-Platz,24,Ost,7,6.5
100,1960101,1960,A6,bus,Bhf. Wannsee<> Glienicker Brücke,13,West,60,
101,1960102,1960,A60,bus,"Roseneck, Hundekehl<> Wittenbergplatz",25,West,10,
102,1960103,1960,A61,bus,"ZobeltitzStrasse<> Gartenplatz, Feldstrasse",32,West,10,
103,1960104,1960,A62,bus,Wittenau<> Wittenbergplatz,38,West,10,
104,1960105,1960,A63,bus,Radelandstrasse<> Seegefelder Weg,23,West,30,
105,1960106,1960,A64,bus,U-Bhf. Kurt-Schumacher-Platz<> Bernauer Strasse Ecke Gartenstrasse,21,West,10,
106,1960107,1960,A65,bus,Goebelplatz<> Flughafen Tempelhof,49,West,15,
107,1960108,1960,A66,bus,Bismarckplatz<> Stephanplatz,31,West,10,
108,1960109,1960,A67,bus,"Jerusalems-Kirche, Lindenstrasse<> U-Bhf. Grenzallee",25,West,10,
109,1960110,1960,A68,bus,"Clayallee<> Grazer Damm, OverbeckStrasse",19,West,15,
110,1960111,1960,A69,bus,Bismarckplatz<> Brandenburger Tor,28,West,20,
111,1960112,1960,A7,bus,"Glienicke, Kirche<> U-Bhf. Vinetastrasse",40,Ost,17,14.7
112,1960113,1960,A70,bus,"Bhf. Wollankstrasse<> Wiebestrasse, Strassenbahnhof",26,West,10,
113,1960114,1960,A71,bus,Bhf. Wilhelmsruh<> Wolliner Strasse,21,West,15,
114,1960115,1960,A8,bus,Waldesruh<> U-Bhf. Friedrichsfelde,36,Ost,7,13.2
115,1960116,1960,A82P,bus,Kinderheim<> Markgrafendamm,5,Ost,20,1.2
116,1960117,1960,A9,bus,Kurische Strasse<> Scharnhorst- Ecke Kieler Strasse,27,Ost,10,7.3
117,1960118,1960,AD/36,bus,"Diepensee, Flughafen<> S-Bhf. Grünau",0,Ost,7,
118,1960119,1960,AL,bus,"Neu-Lindenberg<> Malchow, Dorfstrasse",0,Ost,45,
119,1960120,1960,AN,bus,"S-Bhf. Hohen Neuendorf<> Glienicke, Kirche",20,Ost,20,8.3
120,1960121,1960,AS1,bus,Bhf. Zoo<> Hohenzollernring,28,West,15,
121,1960122,1960,AS2,bus,"Bhf. Zoo<> Lichtenrade, Blohmstrasse Ecke W nsdorfer Strasse",40,West,20,
122,1960123,1960,AS3,bus,Bhf. Zoo<> Rathaus Zehlendorf,24,West,15,
123,1960124,1960,AZ,bus,Groß Ziethen<> S-Bhf. Grünau,36,Ost,60,17.2
124,1960125,1960,O30,bus,Kosterstrasse<> Klosterstrasse,72,Ost,20,18.9
125,1960126,1960,O37,bus,Bürknersfelde<> Bhf. Lichtenberg,0,Ost,0,
126,1960127,1960,O40,bus,Ostbahnhof<> Robert-Koch-Platz,23,Ost,10,6.3
127,1960128,1960,O41,bus,Bürknersfelde<> Dimitroffstrasse,18,Ost,10,6.2
128,1960129,1960,Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus (Umlandlinie),Alt-Schm ckwitz<> Bhf. Eichwalde,14,both/unkown,60,3.5
129,1960130,1960,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus (Umlandlinie),"Alt-Schm ckwitz<> Ziegenhals, VA Dienststelle",19,both/unkown,90,9.0
130,1960131,1960,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),bus,Kladow<> Wannsee,20,both/unkown,60,
131,1960132,1960,A I,u-bahn,Pankow (Vinetastr.)<> Reichskanzlerplatz,0,Ost/West,0,
132,1960133,1960,A II,u-bahn,Pankow (Vinetastr.)<> Krumme Lanke,0,Ost/West,0,
133,1960134,1960,A III,u-bahn,Deutsches Opernhaus (Bismarckstr.)<> Richard-Wagner-Platz,0,West,0,
134,1960135,1960,B I,u-bahn,Warschauer Brücke<> Ruhleben,0,Ost/West,0,
135,1960136,1960,B II,u-bahn,Warschauer Brücke<> Krumme Lanke,0,Ost/West,0,
136,1960137,1960,B III,u-bahn,Nollendorfplatz<> Innsbrucker Platz (Hauptstr.),0,West,0,
137,1960138,1960,C I,u-bahn,Tegel<> Grenzallee,0,West,0,
138,1960139,1960,C II,u-bahn,Tegel<> Tempelhof (Südring),0,West,0,
139,1960140,1960,D,u-bahn,Gesundbrunnen<> Leinestr.,0,West,0,
140,1960141,1960,E,u-bahn,Alexanderplatz<> Friedrichsfelde (Tierpark),0,Ost,0,
141,1960142,1960,KBS 100,s-bahn,Gesundbrunnen<> Gesundbrunnen,0,both/unkown,0,
142,1960143,1960,KBS 100a,s-bahn,Wilmersdorf<> Grünau,0,both/unkown,0,
143,1960144,1960,KBS 100b,s-bahn,Blankenburg<> Warschauer Str.,0,both/unkown,0,
144,1960145,1960,KBS 100c,s-bahn,Gartenfeld<> Warschauer Str.,0,both/unkown,0,
145,1960146,1960,KBS 100c,s-bahn,Halensee<> Warschauer Str.,0,both/unkown,0,
146,1960147,1960,KBS 100d,s-bahn,Jungfernheide<> Gartenfeld,0,both/unkown,0,
147,1960148,1960,KBS 101,s-bahn,Staaken<> Strausberg,0,both/unkown,0,
148,1960149,1960,KBS 101a,s-bahn,Strausberg<> Strausberg Nord,0,both/unkown,0,
149,1960150,1960,KBS 102,s-bahn,Potsdam<> Erkner,0,both/unkown,0,
150,1960151,1960,KBS 103,s-bahn,Falkensee<> Königs Wusterhausen,0,both/unkown,0,
151,1960152,1960,KBS 103a,s-bahn,Spandau West<> Spindlersfeld,0,both/unkown,0,
152,1960153,1960,KBS 104,s-bahn,Oranienburg<> Wannsee,0,both/unkown,0,
153,1960154,1960,KBS 104a,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0,both/unkown,0,
154,1960155,1960,KBS 104b,s-bahn,Wannsee<> Stahnsdorf,0,both/unkown,0,
155,1960156,1960,KBS 105,s-bahn,Velten (Mark)<> Rangsdorf,0,both/unkown,0,
156,1960157,1960,KBS 106,s-bahn,Bernau (b Bln)<> Teltow,0,both/unkown,0,
0,19611,1961,1,strassenbahn,Ostbahnhof<> Am Kupfergraben,39,Ost,20,
1,19612,1961,2,strassenbahn,Bernauer Strasse Ecke Wolliner Strasse<> GotenStrasse,60,West,15,
2,19613,1961,3,strassenbahn,Grüntaler Straße Ecke Osloer Strasse<> Elsenstraße Ecke Heidelberger Strasse,87,West,10,
3,19614,1961,3,strassenbahn,Warschauer Strasse<> Björnsonstrasse,46,Ost,12,
4,19615,1961,4,strassenbahn,Warschauer Strasse<> Eberswalderstrasse Ecke Oderberger Strasse,25,Ost,8,
5,19616,1961,11,strassenbahn,Heinrich-Heine-Strasse<> Hannoversche Strasse,19,Ost,20,
6,19617,1961,13,strassenbahn,"Klingenberg, Blockdammweg<> Oderberger Strasse Ecke Eberswalderstrasse",35,Ost,8,
7,19618,1961,15,strassenbahn,Daimlerstrasse<> Schulenburgpark,36,West,15,
8,19619,1961,22,strassenbahn,Bhf. Rosenthal<> Elisabethstrasse,48,Ost,12,
9,196110,1961,26,strassenbahn,Spreewaldplatz<> Industriestrasse,30,West,15,
10,196111,1961,27,strassenbahn,Spreewaldplatz<> Alt-Buckow Ecke Buckower Damm,30,West,15,
11,196112,1961,46,strassenbahn,"Niederschönhausen, Schillerstrasse<> Am Kupfergraben",52,Ost,12,
12,196113,1961,47,strassenbahn,Hermannplatz<> Bahnhofstrasse,34,West,10,
13,196114,1961,49,strassenbahn,"Buchholz, Hauptstrasse<> Hackescher Markt, Große Präsidentenstrasse",41,Ost,15,
14,196115,1961,53,strassenbahn,Richard-Wagner-Platz<> Hakenfelde,42,West,20,
15,196116,1961,54,strassenbahn,Richard-Wagner-Platz<> Johannesstift,43,West,20,
16,196117,1961,55,strassenbahn,Nollendorfplatz<> Nauener Strasse,54,West,12,
17,196118,1961,60,strassenbahn,Königin-Elisabeth-Strasse<> Eythstrasse,49,West,15,
18,196119,1961,63,strassenbahn,"Hohenschönhausen, Gartenstadt<> Hackescher Markt, Große Präsidentenstrasse",36,Ost,20,
