,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
200,Dahlem-Dorf,u-bahn,['A II'],"52.456944444444,13.289444444444",Q668585,"['A II']+ B II,A II+ A II,B II+ A II",nan+ Dahlem-Dorf+ Dahlem-Dorf+ Dahlem-Dorf
201,Dahlemer Weg Ecke Seehofstrasse,bus,['A3E'],,,,
202,Dahlewitz,s-bahn,['KBS 105b'],"52.326389,13.419722",Q5208886,['KBS 105']+ KBS 105+ KBS 105,nan+ Dahlewitz railway station+ Dahlewitz railway station
203,Daimlerstrasse Ecke Birnhornweg,strassenbahn,['98'],"52.42214076766627, 13.384616153471871",nan,['98']+ 98,nan+ Daimlerstrasse Ecke Birnhornweg
204,Danziger Strasse Ecke Prenzlauer Allee,strassenbahn,['71'],,,,
205,Danzigerstrasse Ecke Greifswalderstrasse,strassenbahn,"['73', '74']",,,,
206,Deutsches Opernhaus (Bismarckstr.),u-bahn,"['A I', 'A III']","52.511944444444,13.310555555556",Q869501,"['A III', 'A I']+ B I,A III,A I",nan+ Deutsche Oper
207,Dimitroffstr.,u-bahn,['A I'],"52.541666666667,13.412222222222",Q571382,"['A I']+ A I,A II+ A+ A",nan+ Eberswalder Straße metro station+ Eberswalder Straße metro station+ Eberswalder Straße metro station
208,Dimitroffstrasse Ecke Bersarinstrasse,strassenbahn,['65'],,,,
209,Dimitroffstrasse Ecke Leninallee,bus,['A41'],"52.52644398829154, 13.447645022319072",nan,O37+ A54,nan+ nan
210,Dimitroffstrasse Ecke Prenzlauer Allee,strassenbahn,['72'],"52.539226902813354, 13.424209201692193",nan,"['71', '72']",nan
211,Dimitroffstrasse/Bersarinstrasse,strassenbahn,['69'],,,,
212,Dingelstädterstrasse (Hohenschönhausen) Ecke Landsbergerstrasse,bus,['A41'],,,,
213,Dominicusstrasse Ecke Hauptstrasse,strassenbahn,"['73', '88', '74']","52.48178458875194, 13.348361062077318",nan,"['88', '73', '25']",nan
214,Dorotheestrasse (Bhf. Friedrichstrasse),strassenbahn,['1'],,,,
215,Dorothenstrasse Ecke Friedrichstrasse,strassenbahn,['46'],,,,
216,Drakestrasse (Bhf. Lichterfelde-West),strassenbahn,['78'],,,,
217,Dudenstrasse Ecke Mehringdamm,strassenbahn,['99'],,,,
218,Dönhoffplatz,strassenbahn,"['46', '73', '74']","52.509950568117645, 13.398144081918815",nan,64+ 64,nan+ nan
219,"Dönhoffplatz, Krausenstrasse",strassenbahn,"['64', '92', '87']","52.510082685363386, 13.398911668058874",nan,"['82', '64']",nan
220,Düppel,s-bahn,['KBS 104a'],,,,
221,"Eberswalderstrasse, U-Bhf. Dimitroffstrasse",strassenbahn,['49'],"52.5401928,13.4113979",Q65088313,"['22', '49', '46']",nan
222,Eberwalderstrasse Ecke Schönhauserallee,strassenbahn,['4'],,,,
223,Edelweißstrasse Ecke Germanenstrasse,bus,['A45'],,,,
224,Eichbornstr.,s-bahn,['KBS 105'],"52.5776,13.3169",Q800500,['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ Eichborndamm station+ Eichborndamm station+ Eichborndamm station
225,Eichkamp,s-bahn,"['KBS 101', 'KBS 103']","52.4987,13.2702",Q800504,"['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g",nan+ Berlin Messe Süd railway station+ Berlin Messe Süd railway station+ Berlin Messe Süd railway station
226,Eichwalde (Kreis Teltow),s-bahn,['KBS 103'],,,,
227,Eisenacherstrasse Ecke Hauptstrasse,strassenbahn,['88'],"52.48459360671036, 13.35306002871114+52.4845984441846, 13.353073553684412",nan,['73']+ ['88'],nan+ nan
228,Eisenacherstrasse Ecke Potsdamerstrasse,strassenbahn,"['73', '74']",,,,
229,Eldenaerstrasse Ecke Scheffelstrasse,strassenbahn,['65'],,,,
230,Elsenstrasse Ecke Heidelbergerstrasse,strassenbahn,['6'],"52.48685029508912, 13.45118006834624",nan,['6'],nan
231,Elsenstrasse Ecke Köpenicker Landstrasse,strassenbahn,"['92', '87']",,,,
232,Elsterplatz,bus,['A10'],"52.47977982878401, 13.285507613099716",nan,"['A10', 'A50']+ A10,A50+ A10,A50+ A10,A50",nan+ Elsterplatz+ Elsterplatz+ Elsterplatz
233,Elsterplatz,strassenbahn,['57'],,,,
234,Emser Platz,strassenbahn,['57'],,,,
235,Erkner,s-bahn,['KBS 102'],"52.4296,13.7513",Q14434071,['KBS 102']+ KBS 102+ KBS 102+ KBS 102,nan+ Erkner railway station+ Erkner railway station+ Erkner railway station
236,Erkstrasse Ecke Karl-Marx-Strasse,strassenbahn,['26'],,,,
237,"Erkstrasse, Rathaus Neukölln",strassenbahn,['47'],"52.48088289227713, 13.435445948459439",nan,['47'],nan
238,Ernst-Reuter-Platz,u-bahn,['A I'],"52.511944444444,13.322222222222",Q658361,"['A I']+ B I,A I+ A I,B I+ A I",nan+ Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station
239,Ewestrasse Ecke Pasewalkerstrasse,strassenbahn,['49'],,,,
240,Eweststrasse Ecke Paswealkerstrasse,strassenbahn,['24'],,,,
241,"Falkenberg, Schule",bus,['A39'],"52.56880573894071, 13.549528314980424",nan,['A46']+ A46,"nan+ Falkenberg, Schule"
242,Falkenhagener Chaussee Ecke Zeppelinstrasse,bus,['A5'],,,,
243,Falkenhöhe,bus,['A36'],"52.400507029940435, 13.538229483128243",nan,['A36']+ A23,nan+ nan
244,Falkenhöhe/Zonengrenze,bus,['A5'],,,,
245,Falkenplatz,strassenbahn,['28'],"52.585285954271406, 13.227452060134016",nan,['28'],nan
246,Falkensee,s-bahn,['KBS 103'],"52.559722,13.088889",Q5431918,['KBS 103']+ KBS 103+ KBS 103+ KBS 103,nan+ Falkensee railway station+ Falkensee railway station+ Falkensee railway station
247,"Falkensee, Hansastrasse Ecke Friedrich-Engel-Strasse",bus,['A5'],,,,
248,"Falkensee, Rathaus",bus,['A5'],,,,
249,Fehrbelliner Platz,strassenbahn,"['60', '44', '3', '57']","52.49032472677901, 13.314317300484289",nan,"['3', '60', '44']+ 60,44,3+ 60,3",nan+ Fehrbelliner Platz+ Fehrbelliner Platz
250,Fehrbelliner Platz,u-bahn,['A II'],"52.490277777778,13.314444444444",Q663245,"['A II']+ B II,A II+ A II,B II+ A II",nan+ U-Fehrbelliner Platz+ U-Fehrbelliner Platz+ U-Fehrbelliner Platz
251,Fennbrücke,bus,['A16'],,,,
252,Feuerbachstr.,s-bahn,['KBS 104'],"52.463611111111,13.332777777778",Q800501,['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station
253,Feuerbachstrasse Ecke Bismarckstrasse,bus,['A2'],"52.464513435475055, 13.338927866545799",nan,"['A2']+ A81,A2",nan+ nan
254,Flughafen,strassenbahn,['95'],,,,
255,Flughafen,u-bahn,['C II'],"52.485556, 13.385833",Q557582,['C II']+ C II+ C II+ C II,nan+ Platz der Luftbrücke+ Platz der Luftbrücke+ Platz der Luftbrücke
256,Frankfurter Allee,bus,['A40'],,,,
257,Franzstrasse Ecke Oberwallstrasse,strassenbahn,['46'],,,,
258,Französisiche Strasse,u-bahn,['C I'],,,,
259,Fredersdorf (b Bln),s-bahn,['KBS 101'],"52.5265,13.7625",Q15197387,['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ Fredersdorf station+ Fredersdorf station+ Fredersdorf station
260,Freibad Grünau,strassenbahn,['86'],"52.4086224,13.604455",Q66489598,86+ 86,nan+ nan
261,Freibad Müggelsee,strassenbahn,['87'],,,,
262,Freie Scholle (Schollenhof),bus,['A35'],,,,
263,Friedenau,s-bahn,['KBS 104'],"52.47,13.341",Q800471,['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ Berlin-Friedenau station+ Berlin-Friedenau station+ Berlin-Friedenau station
264,Friedrich-Karl-Strasse Ecke Mariendorferdamm,strassenbahn,['96'],,,,
265,Friedrich-Wilhelm-Platz,bus,['A17'],"52.47128806242274, 13.328362126543809",nan,"A2+ A2+ A85,A2,A17",Friedrich-Wilhelm-Platz+ Friedrich-Wilhelm-Platz+ Friedrich-Wilhelm-Platz
266,Friedrich-Wilhelm-Platz,strassenbahn,"['44', '77']","52.47132415928576, 13.328417218543715",nan,"['77', '44', '78']+ 77,78+ 77,78",nan+ Friedrich-Wilhelm-Platz+ Friedrich-Wilhelm-Platz
267,Friedrichsfelde,u-bahn,['E'],,,,
268,Friedrichsfelde Ost,s-bahn,['KBS 101'],"52.5141,13.5198",Q800473,['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station
269,"Friedrichsfelde, Schloßstrasse",bus,['A37'],"52.50970330922865, 13.519045879792072",nan,['A37'],nan
270,Friedrichshagen,s-bahn,['KBS 102'],"52.4574,13.6233",Q800474,['KBS 102']+ KBS 102+ KBS 102+ KBS 102,nan+ Berlin-Friedrichshagen station+ Berlin-Friedrichshagen station+ Berlin-Friedrichshagen station
271,Friedrichstr.,s-bahn,"['KBS 105', 'KBS 105b', 'KBS 106', 'KBS 101', 'KBS 104', 'KBS 103', 'KBS 102']","52.52027777777778,13.386944444444444",Q111219456,"['KBS 105', 'KBS 104', 'KBS 106', 'KBS 102', 'KBS 101', 'KBS 103']+ KBS 104,KBS 106,KBS 103,KBS 102,KBS 101,KBS 105+ KBS 106,KBS 104,KBS 101,KBS 105,KBS 103,KBS 102+ KBS 100d,KBS 101,KBS 100g,KBS 100c,KBS 100h,KBS 102,KBS 103,KBS 103a,KBS 100e",nan+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße
272,"Friedrichstrasse, Johannisthal",strassenbahn,['91'],,,,
273,Friesenstrasse Ecke Schwiebusserstrasse,strassenbahn,['21'],,,,
274,Frohnau,s-bahn,['KBS 104'],"52.6325,13.2902",Q800472,['KBS 104']+ KBS 104+ KBS 106+ KBS 100e,nan+ Berlin-Frohnau station+ Berlin-Frohnau station+ Berlin-Frohnau station
275,"Frohnau, Sigismundkorso",bus,['A12'],,,,
276,Gabelung,strassenbahn,"['29', '28']","52.599887444177305, 13.25203703437107",nan,"['28', '29']",nan
277,"Galenusstrasse, Pankow, Krankenhaus",strassenbahn,['49'],"52.5818183,13.4287678",Q66195410,['49'],nan
278,Gartenfeld,s-bahn,['KBS 100b'],"52.54695,13.24882",Q96080469,"['KBS 100d']+ KBS 100c,KBS 100d+ KBS 100c+ KBS 100b",nan+ Gartenfeld+ Gartenfeld+ Gartenfeld
279,"Gartenfeld, Tegeler Brücke",bus,['A13'],,,,
280,Gartenfelderstrasse Ecke Am Juliusturm,bus,['A13'],,,,
281,Gartenfelderstrasse Ecke Paulsternstrasse,bus,['A13'],"52.54415086230652, 13.247076804185845",nan,"['A13', 'A10']",nan
282,"Gatow, Flugplatz",bus,['A34'],"52.47170253033803, 13.123057426760603",nan,['A34'],nan
283,"Gatow, Kirche",bus,['A34'],"52.48684680676539, 13.18215147844503",nan,"['A35', 'A34']+ A35,A34+ A34,A35+ A34,A35","nan+ Gatow, Kirche+ Gatow, Kirche+ Gatow, Kirche"
284,"Geißenweide, Elisabethstrasse",bus,['A37'],"52.53416191228728, 13.561380969716343",nan,['A37'],nan
285,Gensierstrasse Ecke Landsbergerstrasse,bus,['A41'],,,,
286,Germaniastrasse Ecke Gottlieb-Dunkel-Strasse,strassenbahn,['15'],"52.46053987437175, 13.418058888486561",nan,"['15', '26']",nan
287,Gesundbrunnen,s-bahn,"['KBS 105', 'KBS 104', 'KBS 106', 'KBS 100']","52.548611111111,13.389444444444",Q111239092,"['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']+ KBS 104,KBS 106,KBS 100,KBS 100c,KBS 103a,KBS 105+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e",nan+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen
288,Gesundbrunnen,u-bahn,['D'],"52.548611,13.389444",Q3761416,['D']+ D+ D+ D,nan+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen
289,Giebelsee,s-bahn,['KBS 101'],"52.5291,13.791",Q7178217,['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ Petershagen Nord railway station+ Petershagen Nord railway station+ Petershagen Nord railway station
290,Gleisdreieck,u-bahn,"['A I', 'B I', 'B II']","52.49952,13.37409",Q678372,"['B I', 'A I', 'A II']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II",nan+ Gleisdreieck+ Gleisdreieck+ Gleisdreieck
291,Gleiwitzerstrasse Ecke Köpenickerstrasse,bus,['A8'],,,,
292,Gneisenaustrasse,u-bahn,['C I'],,,,
293,Gneisenaustrasse Ecke Zossenerstrasse,strassenbahn,['21'],,,,
294,Goerzallee Ecke Wismarer Strasse,strassenbahn,['77'],"52.42193877862271, 13.298495448017045",nan,['77'],nan
295,Goerzallee Ecke Wismarerstrasse,bus,['A1 (Obus)'],"52.42193975704034, 13.29849525230179",nan,['A1'],nan
296,Goerzallee Ecke Wismarstrasse,strassenbahn,['78'],,,,
297,Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,strassenbahn,['6'],"52.46057706686739, 13.417997050677094",nan,['6'],nan
298,Gotzkowskystrasse Ecke Alt-Moabit,strassenbahn,['44'],"52.5237772942417, 13.329787285101991",nan,['44'],nan
299,Gotzkowskystrasse Ecke Waldstrasse,strassenbahn,['21'],,,,
300,Gotzkowskystrasse/Waldstrasse,strassenbahn,['35'],,,,
301,Grabbeallee Ecke Friedrich-Engels-Strasse,strassenbahn,['46'],,,,
302,Grabbeallee Ecke Seckenderstrasse,bus,['A45'],,,,
303,Grabbeallee Ecke Wollankstrasse,strassenbahn,['46'],,,,
304,Gradestrasse Ecke Chausseestrasse,strassenbahn,['27'],,,,
305,Gregoroviusweg (Gymnasium),bus,['A8'],,,,
306,Greifswalder Str.,s-bahn,['KBS 100'],"52.539722222222,13.439444444444",Q439246,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']+ KBS 100,KBS 100c,KBS 103a,KBS 100b+ KBS 103a,KBS 106+ KBS 106a,KBS 104,KBS 106",nan+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station
307,Greifswalderstrasse,bus,['A44'],,,,
308,Greifswalderstrasse Ecke Dimitroffstrasse,strassenbahn,['4'],,,,
309,Grenzallee,u-bahn,['C I'],"52.463333333333,13.443888888889",Q571836,['C I']+ C I+ C I+ C I,nan+ Grenzallee+ Grenzallee+ Grenzallee
310,Grenzweiche,strassenbahn,['23'],,,,
311,Griebnitzsee,s-bahn,['KBS 102'],"52.3944,13.1272",Q315133,['KBS 102']+ KBS 102+ KBS 102,nan+ Potsdam Griebnitzsee railway station+ Potsdam Griebnitzsee railway station
312,Grimmstrasse Ecke Lichtenrader Damm,strassenbahn,['99'],,,,
313,Grossbeerenstrasse Ecke Daimlerstrasse,strassenbahn,['98'],"52.42636680081003, 13.37431638254586",nan,['98']+ 98,nan+ Grossbeerenstrasse Ecke Daimlerstrasse
314,Groß-Glienick/Gutshof,bus,['A6'],,,,
315,Große Präsidentenstrasse,strassenbahn,['49'],"52.52326345734971, 13.401134586268517",nan,"['49', '63']",nan
316,Großer Stern,bus,['A16'],"52.514524715463295, 13.349933192922938",nan,"['A24', 'A16']+ A69+ A69,A16",nan+ nan+ nan
317,Großgörschenstr.,s-bahn,['KBS 104'],"52.4922745,13.3678588",Q21776726,['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station
318,Grunewald,s-bahn,['KBS 102'],"52.4892,13.2614",Q457266,['KBS 102']+ KBS 102+ KBS 102+ KBS 100h,nan+ Berlin-Grunewald station+ Berlin-Grunewald station+ Berlin-Grunewald station
319,Grunewaldstrasse Ecke Joachimsthalerstrasse,strassenbahn,['77'],,,,
320,Grunewaldstrasse Ecke Martin-Luther-Strasse,bus,['A16'],"52.489052179432406, 13.345015381967391",nan,['A16']+ A85,nan+ nan
321,Grunewaldstrasse Ecke Martin-Luther-Strasse,strassenbahn,"['25', '6']","52.489114608736564, 13.344981706170403",",","['6', '25']+ 2, 3","nan+ ,"
322,Grünau,s-bahn,"['KBS 100a', 'KBS 103']","52.4122,13.5746",Q111307258,"['KBS 100a', 'KBS 103']+ KBS 103,KBS 100a+ KBS 103,KBS 100a,KBS 106+ KBS 103",nan+ S-Bahnhof Grünau+ S-Bahnhof Grünau+ S-Bahnhof Grünau
323,"Grünauerstrasse, Bhf. Schöneweide",strassenbahn,['91'],"52.45604414856236, 13.510449640756448",nan,"['92', '91']",nan
324,Gustav-Adolf-Strasse Ecke Pistoriusstrasse,bus,['A45'],,,,
325,Gustav-Adolf-Strasse Ecke Prenzlauer Promenade,strassenbahn,['72'],"52.551688022464916, 13.430349300575484",nan,['72'],nan
326,Gustav-Adolf-Strasse Ecke Rennbahnstrasse,bus,['A42'],"52.562178269666816, 13.454275093038184",nan,['A42']+ A55+ A55,nan+ nan+ nan
327,Görlitzer Bahnhof,u-bahn,['B II'],,,,
328,"Görlitzer Bhf., Spreewaldplatz",strassenbahn,['26'],,,,
329,Güterbahnhof Ruhleben,strassenbahn,['54'],,,,
330,Habelschwerdter Allee Ecke Unter den Eichen,bus,['A11'],,,,
331,Hackescher Markt,strassenbahn,"['69', '49', '65']","52.522700593509725, 13.401605863643521+52.5238354,13.402603+52.52386243784762, 13.402614038025424",Q65094590+nan,"['49', '69']+ ['63']+ 69+ 69",nan+ nan+ Hackescher Markt+ nan
332,Hafenplatz,strassenbahn,"['54', '75']","52.542292547760184, 13.206201126048732",nan,"['75', '54']+ 76,53,54,75+ 53,75,54,76+ 53,54,75,76,55",nan+ Hafenplatz+ Hafenplatz+ Hafenplatz
333,Hagenstrasse Ecke Königsallee,strassenbahn,['76E'],,,,
334,Halensee,s-bahn,['KBS 100'],"52.4961,13.2906",Q800476,"['KBS 100', 'KBS 100a']+ KBS 100c,KBS 100+ KBS 100+ KBS 100,KBS 100k",nan+ Berlin-Halensee station+ Berlin-Halensee station+ Berlin-Halensee station
335,Hallesches Tor,strassenbahn,['21'],"52.49761471032374, 13.38904657659308",nan,['95'],nan
336,Hallesches Tor,u-bahn,"['B I', 'B II', 'C I']","52.497777777778,13.391111111111",Q658302,"['C I', 'B I', 'A II']+ C I,C II,B II,B I+ B I,A II,B II,C I+ A I,C I,A II",nan+ Hallesches Tor+ Hallesches Tor+ Hallesches Tor
337,Hallesches Tor (Stresemannstrasse),strassenbahn,['1'],,,,
338,Hamburger Platz (Weißensee),bus,['A42'],,,,
339,Hansaplatz,bus,['A16'],"52.5179343319099, 13.342038193257153",nan,"['A25', 'A16']+ A25,A66,A16+ A25,A16+ A16,A25",nan+ Hansaplatz+ Hansaplatz+ Hansaplatz
340,Haupstrasse Ecke Holzhauserdamm,bus,['A14'],,,,
341,Hauptstrasse (Reinickendorf-Ost),strassenbahn,['36'],,,,
342,Hauptstrasse Ecke Berlinerstrasse (Hohenschönhausen),bus,['A39'],,,,
343,Hauptstrasse Ecke Dominicusstrasse,strassenbahn,"['60', '25', '6']","52.48179322469747, 13.348385662518401+52.48185447998682, 13.34839211499204",nan,['60']+ ['66']+ 2,nan+ nan+ nan
344,Hauptstrasse Ecke Edelweißstrasse,bus,['A45'],"52.586379262142074, 13.36752938856218",nan,"['A55', 'A45']+ A55,A45+ A45,A55",nan+ nan+ nan
345,Hauptstrasse Ecke Hermsdorferstrasse,bus,['A14'],,,,
346,Hauptstrasse Ecke Potsdamerstrasse,strassenbahn,['96'],,,,
347,Hauptstrasse Ecke Residenzstrasse,strassenbahn,['41'],,,,
348,Hauptstrasse Ecke Roedernallee,bus,['A12'],,,,
349,Hausvogteiplatz,u-bahn,['A I'],"52.513055555556,13.396666666667",Q656523,"['A I']+ A I,A II+ A+ A",nan+ Hausvogteiplatz station+ Hausvogteiplatz station+ Hausvogteiplatz station
350,Heerstr.,s-bahn,"['KBS 101', 'KBS 103']","52.5086,13.2586",Q800502,"['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g",nan+ Berlin Heerstraße station+ Berlin Heerstraße station+ Berlin Heerstraße station
351,Heerstrasse Ecke Pichelsdorferstrasse,bus,['A34'],"52.51303188952818, 13.196865381046361",nan,"['A35', 'A34']",nan
352,Heerstrasse Ecke Pichelsdorferstrasse,strassenbahn,['75'],,,,
353,Heerstrasse Ecke Wilhelmstrasse,bus,['A13'],"52.51662457723462, 13.179022303033726",nan,['A13']+ A13,nan+ nan
354,Heidelberger Platz,u-bahn,['A II'],"52.479808333333,13.313236111111",Q21777872,"['A II']+ B II,A II+ A II,B II+ A II",nan+ Heidelberger Platz+ Heidelberger Platz+ Heidelberger Platz
355,Heiligensee,s-bahn,['KBS 105'],"52.6247,13.2292",Q800475,['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ Heiligensee station+ Heiligensee station+ Heiligensee station
356,"Heiligensee, Dorfaue",strassenbahn,['29'],"52.606510891749345, 13.210444640210534",nan,['29'],nan
357,Heimholtzstrasse,bus,['A1 (Obus)'],,,,
358,"Heinersdorf, Helgestrasse",strassenbahn,['71'],,,,
359,"Heinersdorf, Kirche",bus,['A42'],"52.56826376476754, 13.440601903603064",nan,"['A55', 'A42']+ A42,A55+ A42+ A42,A55","nan+ Heinersdorf, Kirche+ Heinersdorf, Kirche+ Heinersdorf, Kirche"
360,Heinersdorfer Weiche,strassenbahn,['24'],,,,
361,Hennigsdorf (Kr Oberhavel),s-bahn,['KBS 105'],,,,
362,Hennigsdorferstrasse Ecke Heiligensee,strassenbahn,['29'],"52.610995069028775, 13.216547112858846",nan,['29'],nan
363,Hermannplatz,strassenbahn,"['3', '95', '26', '47']","52.487085572732276, 13.424752445258537",nan,"['94', '2', '47', '95', '26']+ 95,26,2,47+ 3,95,47,27,26+ 95",nan+ Hermannplatz+ Hermannplatz+ Hermannplatz
364,Hermannplatz,u-bahn,"['D', 'C I']","52.48629,13.42455",Q658929,"['D', 'C I']+ C I,D+ D,C I+ D,C I",nan+ Hermannplatz+ Hermannplatz+ Hermannplatz
365,Hermannstr.,s-bahn,"['KBS 100a', 'KBS 100']","52.4675,13.431111111111",Q111263802,"['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",nan+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße
366,Hermannstrasse Ecke Hertastrasse,strassenbahn,"['15', '6']","52.464683821768375, 13.432895770730918",nan,"['15', '26']",nan
367,Hermsdorf,s-bahn,['KBS 104'],"52.6178,13.3069",Q263189,['KBS 104']+ KBS 104+ KBS 106+ KBS 100e,nan+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station
368,Hermsdorfer Damm,bus,['A12'],"52.600011860666825, 13.281303213246002+52.62242143698805, 13.31287835380073",nan,"A12,A12S+ A15+ A12+ A15",Hermsdorfer Damm Ecke Berliner Strasse +  Hermsdorfer Damm Ecke Karolinenstrasse+ Hermsdorfer Damm Ecke Berliner Strasse+ Hermsdorfer Damm Ecke Karolinenstrasse
369,Hildegardstrasse Ecke Blissestrasse,bus,['A1 (Obus)'],,,,
370,Hildegardstrasse Ecke Bundesallee,strassenbahn,['44'],"52.48165880537118, 13.329435201187513",nan,['44'],nan
371,Hindenburgdamm Ecke Schloßstrasse,strassenbahn,['77'],"52.45350181384508, 13.315623434662008",nan,"['74', '73', '78', '77']",nan
372,Hirschgarten,s-bahn,['KBS 102'],"52.4579,13.6032",Q4892435,['KBS 102']+ KBS 102+ KBS 102+ KBS 102,nan+ Berlin Hirschgarten station+ Berlin Hirschgarten station+ Berlin Hirschgarten station
373,Hirschgarten,strassenbahn,"['84', '87']","52.4518533,13.6006245",Q66360740,"87,84+ 84,87+ 84,87",Hirschgarten+ Hirschgarten+ Hirschgarten
374,Hohen-Neuendorf (b Bln),s-bahn,['KBS 104'],"52.6684,13.287",Q4500489,['KBS 104']+ KBS 104+ KBS 104,nan+ Hohen Neuendorf station+ Hohen Neuendorf station
375,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,['64'],"52.5508672,13.5094994",Q65555882,"['70', '64']+ 64,70+ 70,64",nan+ nan+ nan
376,Hohenschönhauserstrasse Ecke Lichtenbergerstrasse,strassenbahn,['3'],,,,
377,Hohenschöpping,s-bahn,['KBS 105'],"52.67,13.1945",Q19274489,['KBS 105']+ KBS 105+ KBS 105+ KBS 104d,nan+ Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping
378,Hohenzollerndamm,s-bahn,['KBS 100'],"52.4885,13.3004",Q800503,"['KBS 100', 'KBS 100a']+ KBS 100+ KBS 100+ KBS 100,KBS 100k",nan+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station
379,Hohenzollernplatz,u-bahn,['A II'],"52.493888888889,13.325",Q571570,"['A II']+ B II,A II+ A II,B II+ A II",nan+ Hohenzollernplatz+ Hohenzollernplatz+ Hohenzollernplatz
380,Holteistrasse Ecke Boxhagenerstrasse,strassenbahn,"['13', '14']","52.5088235,13.465969","Q65675805, Q65675805","3, 13","nan, nan"
381,Holzhauserstrasse Ecke Hauptstrasse,bus,['A15'],,,,
382,Hoppegarten (Mark),s-bahn,['KBS 101'],"52.5183,13.6734",Q15197357,['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ Hoppegarten (Mark) station+ Hoppegarten (Mark) station+ Hoppegarten (Mark) station
383,Hoppendorferstrasse,bus,['A27'],,,,
384,Hubertusallee Ecke Kurfürstendamm,strassenbahn,['76E'],,,,
385,Humboldthain,s-bahn,"['KBS 105', 'KBS 104', 'KBS 106']","52.5451,13.3796",Q481276,"['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e",nan+ Berlin Humboldthain station+ Berlin Humboldthain station+ Berlin Humboldthain station
386,Hundekehle über Königsallee,strassenbahn,"['76', '76E']",,,,
387,Hundekehlenstrasse Ecke Teplitzerstrasse,strassenbahn,['76E'],,,,
388,Händelplatz,strassenbahn,"['73', '74', '77', '78']","52.450279094879285, 13.315466784727654",nan,"['77', '78']+ 73,77,78,74",nan+ nan
389,"Hönow, Dorfstrasse (Schule)",bus,['A44'],,,,
390,Industriebahn,strassenbahn,['55'],,,,
391,Innsbrucker Platz,bus,['A16'],"52.478545508234895, 13.34405868604117",nan,"['A48', 'A16', 'A4']+ A65,A4,A48,A16+ A75,A65,A4,A16,A48+ A16,A75,A84,A48,A4,A65,A83",nan+ Innsbrucker Platz+ Innsbrucker Platz+ Innsbrucker Platz
392,Innsbrucker Platz,s-bahn,"['KBS 100a', 'KBS 100']","52.4786,13.3439",Q111263876,"['KBS 100', 'KBS 100a']+ KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",nan+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz
